state,county,candidate,Party,votes
Massachusetts,Avon,Kevin O'Connor,R,969
Massachusetts,Bellingham,Kevin O'Connor,R,4366
Massachusetts,Braintree,Kevin O'Connor,R,8513
Massachusetts,Brookline,Kevin O'Connor,R,4118
Massachusetts,Canton,Kevin O'Connor,R,5019
Massachusetts,Cohasset,Kevin O'Connor,R,2187
Massachusetts,Dedham,Kevin O'Connor,R,4902
Massachusetts,Dover,Kevin O'Connor,R,1689
Massachusetts,Foxborough,Kevin O'Connor,R,4656
Massachusetts,Franklin,Kevin O'Connor,R,7922
Massachusetts,Holbrook,Kevin O'Connor,R,2206
Massachusetts,Medfield,Kevin O'Connor,R,3038
Massachusetts,Medway,Kevin O'Connor,R,3349
Massachusetts,Millis,Kevin O'Connor,R,2214
Massachusetts,Milton,Kevin O'Connor,R,4775
Massachusetts,Needham,Kevin O'Connor,R,5342
Massachusetts,Norfolk,Kevin O'Connor,R,2978
Massachusetts,Norwood,Kevin O'Connor,R,5811
Massachusetts,Plainville,Kevin O'Connor,R,2571
Massachusetts,Quincy,Kevin O'Connor,R,13859
Massachusetts,Randolph,Kevin O'Connor,R,3160
Massachusetts,Sharon,Kevin O'Connor,R,2789
Massachusetts,Stoughton,Kevin O'Connor,R,4829
Massachusetts,Walpole,Kevin O'Connor,R,6685
Massachusetts,Wellesley,Kevin O'Connor,R,4628
Massachusetts,Westwood,Kevin O'Connor,R,3962
Massachusetts,Weymouth,Kevin O'Connor,R,12904
Massachusetts,Wrentham,Kevin O'Connor,R,3606
Massachusetts,Abington,Kevin O'Connor,R,4118
Massachusetts,Bridgewater,Kevin O'Connor,R,6358
Massachusetts,Brockton,Kevin O'Connor,R,7935
Massachusetts,Carver,Ed Markey,D,3342
Massachusetts,Duxbury,Kevin O'Connor,R,4753
Massachusetts,East Bridgewater,Ed Markey,D,4255
Massachusetts,Halifax,Ed Markey,D,2359
Massachusetts,Hanover,Ed Markey,D,4709
Massachusetts,Hanson,Ed Markey,D,3249
Massachusetts,Hingham,Kevin O'Connor,R,6232
Massachusetts,Hull,Kevin O'Connor,R,2559
Massachusetts,Kingston,Kevin O'Connor,R,3866
Massachusetts,Lakeville,Ed Markey,D,3307
Massachusetts,Marion,Kevin O'Connor,R,1362
Massachusetts,Marshfield,Kevin O'Connor,R,7907
Massachusetts,Mattapoisett,Kevin O'Connor,R,1941
Massachusetts,Middleborough,Ed Markey,D,6416
Massachusetts,Norwell,Kevin O'Connor,R,3313
Massachusetts,Pembroke,Kevin O'Connor,R,5368
Massachusetts,Plymouth,Kevin O'Connor,R,15756
Massachusetts,Plympton,Kevin O'Connor,R,932
Massachusetts,Rochester,Ed Markey,D,1745
Massachusetts,Rockland,Kevin O'Connor,R,4156
Massachusetts,Scituate,Kevin O'Connor,R,5396
Massachusetts,Wareham,Kevin O'Connor,R,5318
Massachusetts,West Bridgewater,Kevin O'Connor,R,2205
Massachusetts,Whitman,Kevin O'Connor,R,3768
Massachusetts,Boston,Kevin O'Connor,R,48046
Massachusetts,Chelsea,Kevin O'Connor,R,1803
Massachusetts,Revere,Kevin O'Connor,R,5739
Massachusetts,Winthrop,Kevin O'Connor,R,3394
Massachusetts,Ashburnham,Kevin O'Connor,R,1606
Massachusetts,Athol,Kevin O'Connor,R,2492
Massachusetts,Auburn,Kevin O'Connor,R,4221
Massachusetts,Barre,Kevin O'Connor,R,1462
Massachusetts,Berlin,Kevin O'Connor,R,859
Massachusetts,Blackstone,Ed Markey,D,2483
Massachusetts,Bolton,Kevin O'Connor,R,1302
Massachusetts,Boylston,Kevin O'Connor,R,1413
Massachusetts,Brookfield,Ed Markey,D,961
Massachusetts,Charlton,Ed Markey,D,3651
Massachusetts,Clinton,Kevin O'Connor,R,2885
Massachusetts,Douglas,Ed Markey,D,2461
Massachusetts,Dudley,Ed Markey,D,2795
Massachusetts,East Brookfield,Ed Markey,D,625
Massachusetts,Fitchburg,Kevin O'Connor,R,6007
Massachusetts,Gardner,Kevin O'Connor,R,3775
Massachusetts,Grafton,Kevin O'Connor,R,4202
Massachusetts,Hardwick,Kevin O'Connor,R,710
Massachusetts,Harvard,Kevin O'Connor,R,1069
Massachusetts,Holden,Kevin O'Connor,R,5236
Massachusetts,Hopedale,Kevin O'Connor,R,1454
Massachusetts,Hubbardston,Kevin O'Connor,R,1340
Massachusetts,Lancaster,Kevin O'Connor,R,1897
Massachusetts,Leicester,Kevin O'Connor,R,3039
Massachusetts,Leominster,Kevin O'Connor,R,8451
Massachusetts,Lunenburg,Kevin O'Connor,R,3018
Massachusetts,Mendon,Kevin O'Connor,R,1824
Massachusetts,Milford,Kevin O'Connor,R,5479
Massachusetts,Millbury,Kevin O'Connor,R,3617
Massachusetts,Millville,Ed Markey,D,835
Massachusetts,New Braintree,Kevin O'Connor,R,319
Massachusetts,Northborough,Kevin O'Connor,R,3307
Massachusetts,Northbridge,Kevin O'Connor,R,4308
Massachusetts,North Brookfield,Ed Markey,D,1216
Massachusetts,Oakham,Ed Markey,D,571
Massachusetts,Oxford,Ed Markey,D,3610
Massachusetts,Paxton,Kevin O'Connor,R,1268
Massachusetts,Petersham,Kevin O'Connor,R,316
Massachusetts,Phillipston,Ed Markey,D,470
Massachusetts,Princeton,Kevin O'Connor,R,964
Massachusetts,Royalston,Kevin O'Connor,R,344
Massachusetts,Rutland,Kevin O'Connor,R,2703
Massachusetts,Shrewsbury,Kevin O'Connor,R,7512
Massachusetts,Southborough,Kevin O'Connor,R,2222
Massachusetts,Southbridge,Kevin O'Connor,R,2793
Massachusetts,Spencer,Ed Markey,D,3104
Massachusetts,Sterling,Kevin O'Connor,R,2506
Massachusetts,Sturbridge,Kevin O'Connor,R,2647
Massachusetts,Sutton,Ed Markey,D,2961
Massachusetts,Templeton,Ed Markey,D,2079
Massachusetts,Upton,Kevin O'Connor,R,2165
Massachusetts,Uxbridge,Kevin O'Connor,R,4164
Massachusetts,Warren,Ed Markey,D,1204
Massachusetts,Webster,Kevin O'Connor,R,3874
Massachusetts,Westborough,Kevin O'Connor,R,3168
Massachusetts,West Boylston,Kevin O'Connor,R,1944
Massachusetts,West Brookfield,Kevin O'Connor,R,1089
Massachusetts,Westminster,Kevin O'Connor,R,2429
Massachusetts,Winchendon,Kevin O'Connor,R,2459
Massachusetts,Worcester,Kevin O'Connor,R,20038
Michigan,Alcona County,Gary Peters,D,2284
Michigan,Alger County,Gary Peters,D,2089
Michigan,Allegan County,Gary Peters,D,22939
Michigan,Alpena County,Gary Peters,D,6273
Michigan,Antrim County,Gary Peters,D,5758
Michigan,Arenac County,Gary Peters,D,3085
Michigan,Baraga County,Gary Peters,D,1528
Michigan,Barry County,Gary Peters,D,11369
Michigan,Bay County,Gary Peters,D,27072
Michigan,Benzie County,Gary Peters,D,5328
Michigan,Berrien County,Gary Peters,D,34777
Michigan,Branch County,Gary Peters,D,6119
Michigan,Calhoun County,Gary Peters,D,28145
Michigan,Cass County,Gary Peters,D,8565
Michigan,Charlevoix County,Gary Peters,D,6664
Michigan,Cheboygan County,Gary Peters,D,5475
Michigan,Chippewa County,Gary Peters,D,6729
Michigan,Clare County,Gary Peters,D,5372
Michigan,Clinton County,Gary Peters,D,21490
Michigan,Crawford County,Gary Peters,D,2653
Michigan,Delta County,Gary Peters,D,7827
Michigan,Dickinson County,Gary Peters,D,4881
Michigan,Eaton County,John James,R,30876
Michigan,Emmet County,Gary Peters,D,9216
Michigan,Genesee County,John James,R,94505
Michigan,Gladwin County,Gary Peters,D,4905
Michigan,Gogebic County,Gary Peters,D,3556
Michigan,Grand Traverse County,Gary Peters,D,27291
Michigan,Gratiot County,Gary Peters,D,6856
Michigan,Hillsdale County,Gary Peters,D,6237
Michigan,Houghton County,Gary Peters,D,7941
Michigan,Huron County,Gary Peters,D,6021
Michigan,Ingham County,John James,R,48378
Michigan,Ionia County,Gary Peters,D,10639
Michigan,Iosco County,Gary Peters,D,5804
Michigan,Iron County,Gary Peters,D,2554
Michigan,Isabella County,Gary Peters,D,13849
Michigan,Jackson County,Gary Peters,D,32649
Michigan,Kalamazoo County,John James,R,60227
Michigan,Kalkaska County,Gary Peters,D,3013
Michigan,Kent County,Gary Peters,D,175256
Michigan,Keweenaw County,Gary Peters,D,686
Michigan,Lake County,Gary Peters,D,2286
Michigan,Lapeer County,Gary Peters,D,16590
Michigan,Leelanau County,Gary Peters,D,8277
Michigan,Lenawee County,Gary Peters,D,19767
Michigan,Livingston County,Gary Peters,D,46118
Michigan,Luce County,Gary Peters,D,855
Michigan,Mackinac County,Gary Peters,D,2638
Michigan,Macomb County,Gary Peters,D,224448
Michigan,Manistee County,Gary Peters,D,5995
Michigan,Marquette County,John James,R,16247
Michigan,Mason County,Gary Peters,D,6660
Michigan,Mecosta County,Gary Peters,D,7228
Michigan,Menominee County,Gary Peters,D,4230
Michigan,Midland County,Gary Peters,D,19927
Michigan,Missaukee County,Gary Peters,D,1999
Michigan,Monroe County,Gary Peters,D,32721
Michigan,Montcalm County,Gary Peters,D,9714
Michigan,Montmorency County,Gary Peters,D,1717
Michigan,Muskegon County,Gary Peters,D,44192
Michigan,Newaygo County,Gary Peters,D,7696
Michigan,Oakland County,John James,R,334629
Michigan,Oceana County,Gary Peters,D,4796
Michigan,Ogemaw County,Gary Peters,D,3788
Michigan,Ontonagon County,Gary Peters,D,1464
Michigan,Osceola County,Gary Peters,D,3226
Michigan,Oscoda County,Gary Peters,D,1384
Michigan,Otsego County,Gary Peters,D,4703
Michigan,Ottawa County,Gary Peters,D,59187
Michigan,Presque Isle County,Gary Peters,D,3056
Michigan,Roscommon County,Gary Peters,D,5309
Michigan,Saginaw County,John James,R,49209
Michigan,St. Clair County,Gary Peters,D,31846
Michigan,St. Joseph County,Gary Peters,D,8824
Michigan,Sanilac County,Gary Peters,D,6244
Michigan,Schoolcraft County,Gary Peters,D,1712
Michigan,Shiawassee County,Gary Peters,D,15830
Michigan,Tuscola County,Gary Peters,D,9422
Michigan,Van Buren County,Gary Peters,D,15944
Michigan,Washtenaw County,John James,R,60745
Michigan,Wayne County,John James,R,260146
Michigan,Wexford County,Gary Peters,D,5684
Minnesota,Aitkin County,Tina Smith,D,3474
Minnesota,Anoka County,Tina Smith,D,89416
Minnesota,Becker County,Tina Smith,D,6370
Minnesota,Beltrami County,Tina Smith,D,9987
Minnesota,Benton County,Tina Smith,D,6835
Minnesota,Big Stone County,Tina Smith,D,1106
Minnesota,Blue Earth County,Jason Lewis,R,15040
Minnesota,Brown County,Tina Smith,D,4808
Minnesota,Carlton County,Jason Lewis,R,8906
Minnesota,Carver County,Tina Smith,D,27616
Minnesota,Cass County,Tina Smith,D,5913
Minnesota,Chippewa County,Tina Smith,D,2270
Minnesota,Chisago County,Tina Smith,D,11014
Minnesota,Clay County,Jason Lewis,R,13308
Minnesota,Clearwater County,Tina Smith,D,1224
Minnesota,Cook County,Jason Lewis,R,1162
Minnesota,Cottonwood County,Tina Smith,D,1794
Minnesota,Crow Wing County,Tina Smith,D,12964
Minnesota,Dakota County,Jason Lewis,R,107117
Minnesota,Dodge County,Tina Smith,D,4013
Minnesota,Douglas County,Tina Smith,D,7617
Minnesota,Faribault County,Tina Smith,D,2531
Minnesota,Fillmore County,Tina Smith,D,4696
Minnesota,Freeborn County,Tina Smith,D,6797
Minnesota,Goodhue County,Tina Smith,D,11186
Minnesota,Grant County,Tina Smith,D,1349
Minnesota,Hennepin County,Jason Lewis,R,209754
Minnesota,Houston County,Tina Smith,D,4478
Minnesota,Hubbard County,Tina Smith,D,4281
Minnesota,Isanti County,Tina Smith,D,6751
Minnesota,Itasca County,Tina Smith,D,10463
Minnesota,Jackson County,Tina Smith,D,1744
Minnesota,Kanabec County,Tina Smith,D,2612
Minnesota,Kandiyohi County,Tina Smith,D,8117
Minnesota,Kittson County,Tina Smith,D,1116
Minnesota,Koochiching County,Tina Smith,D,2637
Minnesota,Lac qui Parle County,Tina Smith,D,1477
Minnesota,Lake County,Jason Lewis,R,3155
Minnesota,Lake of the Woods County,Tina Smith,D,650
Minnesota,Le Sueur County,Tina Smith,D,5401
Minnesota,Lincoln County,Tina Smith,D,911
Minnesota,Lyon County,Tina Smith,D,4464
Minnesota,McLeod County,Tina Smith,D,6114
Minnesota,Mahnomen County,Jason Lewis,R,1007
Minnesota,Marshall County,Tina Smith,D,1490
Minnesota,Martin County,Tina Smith,D,3348
Minnesota,Meeker County,Tina Smith,D,3889
Minnesota,Mille Lacs County,Tina Smith,D,4123
Minnesota,Morrison County,Tina Smith,D,4452
Minnesota,Mower County,Tina Smith,D,8472
Minnesota,Murray County,Tina Smith,D,1448
Minnesota,Nicollet County,Jason Lewis,R,8397
Minnesota,Nobles County,Tina Smith,D,2776
Minnesota,Norman County,Tina Smith,D,1497
Minnesota,Olmsted County,Jason Lewis,R,36972
Minnesota,Otter Tail County,Tina Smith,D,11728
Minnesota,Pennington County,Tina Smith,D,2574
Minnesota,Pine County,Tina Smith,D,5055
Minnesota,Pipestone County,Tina Smith,D,1200
Minnesota,Polk County,Tina Smith,D,5577
Minnesota,Pope County,Tina Smith,D,2390
Minnesota,Ramsey County,Jason Lewis,R,73638
Minnesota,Red Lake County,Tina Smith,D,769
Minnesota,Redwood County,Tina Smith,D,2297
Minnesota,Renville County,Tina Smith,D,2500
Minnesota,Rice County,Jason Lewis,R,15999
Minnesota,Rock County,Tina Smith,D,1461
Minnesota,Roseau County,Tina Smith,D,2321
Minnesota,St. Louis County,Jason Lewis,R,45016
Minnesota,Scott County,Tina Smith,D,35758
Minnesota,Sherburne County,Tina Smith,D,16584
Minnesota,Sibley County,Tina Smith,D,2368
Minnesota,Stearns County,Tina Smith,D,29931
Minnesota,Steele County,Tina Smith,D,7412
Minnesota,Stevens County,Tina Smith,D,1906
Minnesota,Swift County,Tina Smith,D,1838
Minnesota,Todd County,Tina Smith,D,3354
Minnesota,Traverse County,Tina Smith,D,656
Minnesota,Wabasha County,Tina Smith,D,4513
Minnesota,Wadena County,Tina Smith,D,1977
Minnesota,Waseca County,Tina Smith,D,3365
Minnesota,Washington County,Jason Lewis,R,71906
Minnesota,Watonwan County,Tina Smith,D,1960
Minnesota,Wilkin County,Tina Smith,D,1095
Minnesota,Winona County,Jason Lewis,R,11961
Minnesota,Wright County,Tina Smith,D,25896
Minnesota,Yellow Medicine County,Tina Smith,D,1678
Mississippi,Adams County,Cindy Hyde-Smith,R,5416
Mississippi,Alcorn County,Mike Espy,D,3641
Mississippi,Amite County,Mike Espy,D,2750
Mississippi,Attala County,Mike Espy,D,3824
Mississippi,Benton County,Mike Espy,D,1868
Mississippi,Bolivar County,Cindy Hyde-Smith,R,4317
Mississippi,Calhoun County,Mike Espy,D,2138
Mississippi,Carroll County,Mike Espy,D,1923
Mississippi,Chickasaw County,Cindy Hyde-Smith,R,3913
Mississippi,Choctaw County,Mike Espy,D,1320
Mississippi,Claiborne County,Cindy Hyde-Smith,R,555
Mississippi,Clarke County,Mike Espy,D,3053
Mississippi,Clay County,Cindy Hyde-Smith,R,4006
Mississippi,Coahoma County,Cindy Hyde-Smith,R,2133
Mississippi,Copiah County,Cindy Hyde-Smith,R,6062
Mississippi,Covington County,Mike Espy,D,3637
Mississippi,DeSoto County,Mike Espy,D,31115
Mississippi,Forrest County,Mike Espy,D,14871
Mississippi,Franklin County,Mike Espy,D,1570
Mississippi,George County,Mike Espy,D,1844
Mississippi,Greene County,Mike Espy,D,1196
Mississippi,Grenada County,Mike Espy,D,5120
Mississippi,Hancock County,Mike Espy,D,5651
Mississippi,Harrison County,Mike Espy,D,30367
Mississippi,Hinds County,Cindy Hyde-Smith,R,23661
Mississippi,Holmes County,Cindy Hyde-Smith,R,1230
Mississippi,Humphreys County,Cindy Hyde-Smith,R,1023
Mississippi,Issaquena County,Cindy Hyde-Smith,R,309
Mississippi,Itawamba County,Mike Espy,D,1680
Mississippi,Jackson County,Mike Espy,D,19334
Mississippi,Jasper County,Cindy Hyde-Smith,R,4102
Mississippi,Jefferson County,Cindy Hyde-Smith,R,476
Mississippi,Jefferson Davis County,Cindy Hyde-Smith,R,2400
Mississippi,Jones County,Mike Espy,D,9422
Mississippi,Kemper County,Cindy Hyde-Smith,R,1720
Mississippi,Lafayette County,Mike Espy,D,10806
Mississippi,Lamar County,Mike Espy,D,8157
Mississippi,Lauderdale County,Mike Espy,D,13537
Mississippi,Lawrence County,Mike Espy,D,2318
Mississippi,Leake County,Mike Espy,D,4123
Mississippi,Lee County,Mike Espy,D,13372
Mississippi,Leflore County,Cindy Hyde-Smith,R,2914
Mississippi,Lincoln County,Mike Espy,D,5256
Mississippi,Lowndes County,Cindy Hyde-Smith,R,13010
Mississippi,Madison County,Mike Espy,D,25374
Mississippi,Marion County,Mike Espy,D,4177
Mississippi,Marshall County,Cindy Hyde-Smith,R,6904
Mississippi,Monroe County,Mike Espy,D,6441
Mississippi,Montgomery County,Mike Espy,D,2264
Mississippi,Neshoba County,Mike Espy,D,3602
Mississippi,Newton County,Mike Espy,D,3290
Mississippi,Noxubee County,Cindy Hyde-Smith,R,1178
Mississippi,Oktibbeha County,Cindy Hyde-Smith,R,8592
Mississippi,Panola County,Cindy Hyde-Smith,R,7425
Mississippi,Pearl River County,Mike Espy,D,5053
Mississippi,Perry County,Mike Espy,D,1555
Mississippi,Pike County,Cindy Hyde-Smith,R,8044
Mississippi,Pontotoc County,Mike Espy,D,3164
Mississippi,Prentiss County,Mike Espy,D,2714
Mississippi,Quitman County,Cindy Hyde-Smith,R,883
Mississippi,Rankin County,Mike Espy,D,20315
Mississippi,Scott County,Mike Espy,D,4649
Mississippi,Sharkey County,Cindy Hyde-Smith,R,663
Mississippi,Simpson County,Mike Espy,D,4303
Mississippi,Smith County,Mike Espy,D,1977
Mississippi,Stone County,Mike Espy,D,2051
Mississippi,Sunflower County,Cindy Hyde-Smith,R,2623
Mississippi,Tallahatchie County,Cindy Hyde-Smith,R,2309
Mississippi,Tate County,Mike Espy,D,4694
Mississippi,Tippah County,Mike Espy,D,2432
Mississippi,Tishomingo County,Mike Espy,D,1594
Mississippi,Tunica County,Cindy Hyde-Smith,R,814
Mississippi,Union County,Mike Espy,D,2660
Mississippi,Walthall County,Mike Espy,D,2993
Mississippi,Warren County,Cindy Hyde-Smith,R,9912
Mississippi,Washington County,Cindy Hyde-Smith,R,4891
Mississippi,Wayne County,Mike Espy,D,3954
Mississippi,Webster County,Mike Espy,D,1198
Mississippi,Wilkinson County,Cindy Hyde-Smith,R,1295
Mississippi,Winston County,Mike Espy,D,4303
Mississippi,Yalobusha County,Mike Espy,D,3005
Mississippi,Yazoo County,Cindy Hyde-Smith,R,4551
Montana,Beaverhead County,Steve Bullock,D,1890
Montana,Big Horn County,Steve Daines,R,2106
Montana,Blaine County,Steve Daines,R,1343
Montana,Broadwater County,Steve Bullock,D,1003
Montana,Carbon County,Steve Bullock,D,2591
Montana,Carter County,Steve Bullock,D,94
Montana,Cascade County,Steve Bullock,D,17727
Montana,Chouteau County,Steve Bullock,D,1179
Montana,Custer County,Steve Bullock,D,1865
Montana,Daniels County,Steve Bullock,D,243
Montana,Dawson County,Steve Bullock,D,1189
Montana,Deer Lodge County,Steve Daines,R,1921
Montana,Fallon County,Steve Bullock,D,235
Montana,Fergus County,Steve Bullock,D,1788
Montana,Flathead County,Steve Bullock,D,22180
Montana,Gallatin County,Steve Daines,R,31829
Montana,Garfield County,Steve Bullock,D,73
Montana,Glacier County,Steve Daines,R,1687
Montana,Golden Valley County,Steve Bullock,D,99
Montana,Granite County,Steve Bullock,D,741
Montana,Hill County,Steve Bullock,D,3477
Montana,Jefferson County,Steve Bullock,D,2967
Montana,Judith Basin County,Steve Bullock,D,322
Montana,Lake County,Steve Bullock,D,7664
Montana,Lewis and Clark County,Steve Daines,R,20554
Montana,Liberty County,Steve Bullock,D,299
Montana,Lincoln County,Steve Bullock,D,3228
Montana,McCone County,Steve Bullock,D,177
Montana,Madison County,Steve Bullock,D,2015
Montana,Meagher County,Steve Bullock,D,306
Montana,Mineral County,Steve Bullock,D,816
Montana,Missoula County,Steve Daines,R,25529
Montana,Musselshell County,Steve Bullock,D,538
Montana,Park County,Steve Bullock,D,5766
Montana,Petroleum County,Steve Bullock,D,51
Montana,Phillips County,Steve Bullock,D,483
Montana,Pondera County,Steve Bullock,D,1072
Montana,Powder River County,Steve Bullock,D,180
Montana,Powell County,Steve Bullock,D,936
Montana,Prairie County,Steve Bullock,D,161
Montana,Ravalli County,Steve Bullock,D,9868
Montana,Richland County,Steve Bullock,D,1122
Montana,Roosevelt County,Steve Daines,R,1891
Montana,Rosebud County,Steve Bullock,D,1338
Montana,Sanders County,Steve Bullock,D,2191
Montana,Sheridan County,Steve Bullock,D,668
Montana,Silver Bow County,Steve Daines,R,6641
Montana,Stillwater County,Steve Bullock,D,1374
Montana,Sweet Grass County,Steve Bullock,D,625
Montana,Teton County,Steve Bullock,D,1165
Montana,Toole County,Steve Bullock,D,595
Montana,Treasure County,Steve Bullock,D,88
Montana,Valley County,Steve Bullock,D,1306
Montana,Wheatland County,Steve Bullock,D,270
Montana,Wibaux County,Steve Bullock,D,105
Montana,Yellowstone County,Steve Bullock,D,34833
Nebraska,Adams County,Chris Janicek,D,2583
Nebraska,Antelope County,Chris Janicek,D,354
Nebraska,Arthur County,Chris Janicek,D,21
Nebraska,Banner County,Chris Janicek,D,39
Nebraska,Blaine County,Chris Janicek,D,35
Nebraska,Boone County,Chris Janicek,D,351
Nebraska,Box Butte County,Chris Janicek,D,822
Nebraska,Boyd County,Chris Janicek,D,89
Nebraska,Brown County,Chris Janicek,D,125
Nebraska,Buffalo County,Chris Janicek,D,3851
Nebraska,Burt County,Chris Janicek,D,678
Nebraska,Butler County,Chris Janicek,D,613
Nebraska,Cass County,Chris Janicek,D,2874
Nebraska,Cedar County,Chris Janicek,D,545
Nebraska,Chase County,Chris Janicek,D,173
Nebraska,Cherry County,Chris Janicek,D,283
Nebraska,Cheyenne County,Chris Janicek,D,718
Nebraska,Clay County,Chris Janicek,D,432
Nebraska,Colfax County,Chris Janicek,D,747
Nebraska,Cuming County,Chris Janicek,D,509
Nebraska,Custer County,Chris Janicek,D,531
Nebraska,Dakota County,Chris Janicek,D,2235
Nebraska,Dawes County,Chris Janicek,D,785
Nebraska,Dawson County,Chris Janicek,D,1830
Nebraska,Deuel County,Chris Janicek,D,104
Nebraska,Dixon County,Chris Janicek,D,501
Nebraska,Dodge County,Chris Janicek,D,3408
Nebraska,Douglas County,Chris Janicek,D,87608
Nebraska,Dundy County,Chris Janicek,D,77
Nebraska,Fillmore County,Chris Janicek,D,435
Nebraska,Franklin County,Chris Janicek,D,190
Nebraska,Frontier County,Chris Janicek,D,129
Nebraska,Furnas County,Chris Janicek,D,277
Nebraska,Gage County,Chris Janicek,D,2240
Nebraska,Garden County,Chris Janicek,D,127
Nebraska,Garfield County,Chris Janicek,D,91
Nebraska,Gosper County,Chris Janicek,D,111
Nebraska,Grant County,Chris Janicek,D,14
Nebraska,Greeley County,Chris Janicek,D,166
Nebraska,Hall County,Chris Janicek,D,5180
Nebraska,Hamilton County,Chris Janicek,D,678
Nebraska,Harlan County,Chris Janicek,D,208
Nebraska,Hayes County,Chris Janicek,D,30
Nebraska,Hitchcock County,Chris Janicek,D,144
Nebraska,Holt County,Chris Janicek,D,603
Nebraska,Hooker County,Chris Janicek,D,48
Nebraska,Howard County,Chris Janicek,D,446
Nebraska,Jefferson County,Chris Janicek,D,664
Nebraska,Johnson County,Chris Janicek,D,417
Nebraska,Kearney County,Chris Janicek,D,412
Nebraska,Keith County,Chris Janicek,D,553
Nebraska,Keya Paha County,Chris Janicek,D,41
Nebraska,Kimball County,Chris Janicek,D,244
Nebraska,Knox County,Chris Janicek,D,708
Nebraska,Lancaster County,Chris Janicek,D,48756
Nebraska,Lincoln County,Chris Janicek,D,2626
Nebraska,Logan County,Chris Janicek,D,36
Nebraska,Loup County,Chris Janicek,D,28
Nebraska,McPherson County,Chris Janicek,D,12
Nebraska,Madison County,Chris Janicek,D,2399
Nebraska,Merrick County,Chris Janicek,D,511
Nebraska,Morrill County,Chris Janicek,D,325
Nebraska,Nance County,Chris Janicek,D,242
Nebraska,Nemaha County,Chris Janicek,D,524
Nebraska,Nuckolls County,Chris Janicek,D,255
Nebraska,Otoe County,Chris Janicek,D,1501
Nebraska,Pawnee County,Chris Janicek,D,217
Nebraska,Perkins County,Chris Janicek,D,138
Nebraska,Phelps County,Chris Janicek,D,488
Nebraska,Pierce County,Chris Janicek,D,353
Nebraska,Platte County,Chris Janicek,D,2183
Nebraska,Polk County,Chris Janicek,D,355
Nebraska,Red Willow County,Chris Janicek,D,574
Nebraska,Richardson County,Chris Janicek,D,680
Nebraska,Rock County,Chris Janicek,D,43
Nebraska,Saline County,Chris Janicek,D,1410
Nebraska,Sarpy County,Chris Janicek,D,23500
Nebraska,Saunders County,Chris Janicek,D,1997
Nebraska,Scotts Bluff County,Chris Janicek,D,3042
Nebraska,Seward County,Chris Janicek,D,1464
Nebraska,Sheridan County,Chris Janicek,D,290
Nebraska,Sherman County,Chris Janicek,D,247
Nebraska,Sioux County,Chris Janicek,D,52
Nebraska,Stanton County,Chris Janicek,D,374
Nebraska,Thayer County,Chris Janicek,D,372
Nebraska,Thomas County,Chris Janicek,D,40
Nebraska,Thurston County,Chris Janicek,D,885
