state,county,candidate,Party,votes,won
Montana,Custer County,Joe Biden,D,1514,False
Montana,Daniels County,Donald Trump,R,799,True
Montana,Daniels County,Joe Biden,D,195,False
Montana,Dawson County,Donald Trump,R,3758,True
Montana,Dawson County,Joe Biden,D,962,False
Montana,Deer Lodge County,Joe Biden,D,2562,True
Montana,Deer Lodge County,Donald Trump,R,2186,False
Montana,Fallon County,Donald Trump,R,1375,True
Montana,Fallon County,Joe Biden,D,172,False
Montana,Fergus County,Donald Trump,R,4869,True
Montana,Fergus County,Joe Biden,D,1496,False
Montana,Flathead County,Donald Trump,R,38321,True
Montana,Flathead County,Joe Biden,D,20274,False
Montana,Gallatin County,Joe Biden,D,37044,True
Montana,Gallatin County,Donald Trump,R,31696,False
Montana,Garfield County,Donald Trump,R,764,True
Montana,Garfield County,Joe Biden,D,41,False
Montana,Glacier County,Joe Biden,D,3610,True
Montana,Glacier County,Donald Trump,R,1884,False
Montana,Golden Valley County,Donald Trump,R,414,True
Montana,Golden Valley County,Joe Biden,D,78,False
Montana,Granite County,Donald Trump,R,1419,True
Montana,Granite County,Joe Biden,D,638,False
Montana,Hill County,Donald Trump,R,3957,True
Montana,Hill County,Joe Biden,D,2981,False
Montana,Jefferson County,Donald Trump,R,5345,True
Montana,Jefferson County,Joe Biden,D,2625,False
Montana,Judith Basin County,Donald Trump,R,1040,True
Montana,Judith Basin County,Joe Biden,D,275,False
Montana,Lake County,Donald Trump,R,9322,True
Montana,Lake County,Joe Biden,D,6916,False
Montana,Lewis and Clark County,Donald Trump,R,21409,True
Montana,Lewis and Clark County,Joe Biden,D,19743,False
Montana,Liberty County,Donald Trump,R,821,True
Montana,Liberty County,Joe Biden,D,249,False
Montana,Lincoln County,Donald Trump,R,8672,True
Montana,Lincoln County,Joe Biden,D,2835,False
Montana,McCone County,Donald Trump,R,956,True
Montana,McCone County,Joe Biden,D,155,False
Montana,Madison County,Donald Trump,R,4191,True
Montana,Madison County,Joe Biden,D,1771,False
Montana,Meagher County,Donald Trump,R,833,True
Montana,Meagher County,Joe Biden,D,258,False
Montana,Mineral County,Donald Trump,R,1828,True
Montana,Mineral County,Joe Biden,D,686,False
Montana,Missoula County,Joe Biden,D,43357,True
Montana,Missoula County,Donald Trump,R,26347,False
Montana,Musselshell County,Donald Trump,R,2423,True
Montana,Musselshell County,Joe Biden,D,413,False
Montana,Park County,Donald Trump,R,6025,True
Montana,Park County,Joe Biden,D,5280,False
Montana,Petroleum County,Donald Trump,R,298,True
Montana,Petroleum County,Joe Biden,D,39,False
Montana,Phillips County,Donald Trump,R,1936,True
Montana,Phillips County,Joe Biden,D,416,False
Montana,Pondera County,Donald Trump,R,2031,True
Montana,Pondera County,Joe Biden,D,903,False
Montana,Powder River County,Donald Trump,R,970,True
Montana,Powder River County,Joe Biden,D,154,False
Montana,Powell County,Donald Trump,R,2355,True
Montana,Powell County,Joe Biden,D,752,False
Montana,Prairie County,Donald Trump,R,603,True
Montana,Prairie County,Joe Biden,D,126,False
Montana,Ravalli County,Donald Trump,R,19114,True
Montana,Ravalli County,Joe Biden,D,8763,False
Montana,Richland County,Donald Trump,R,4800,True
Montana,Richland County,Joe Biden,D,875,False
Montana,Roosevelt County,Donald Trump,R,1996,True
Montana,Roosevelt County,Joe Biden,D,1910,False
Montana,Rosebud County,Donald Trump,R,2486,True
Montana,Rosebud County,Joe Biden,D,1199,False
Montana,Sanders County,Donald Trump,R,5660,True
Montana,Sanders County,Joe Biden,D,1820,False
Montana,Sheridan County,Donald Trump,R,1403,True
Montana,Sheridan County,Joe Biden,D,574,False
Montana,Silver Bow County,Joe Biden,D,10392,True
Montana,Silver Bow County,Donald Trump,R,7745,False
Montana,Stillwater County,Donald Trump,R,4462,True
Montana,Stillwater County,Joe Biden,D,1156,False
Montana,Sweet Grass County,Donald Trump,R,1840,True
Montana,Sweet Grass County,Joe Biden,D,549,False
Montana,Teton County,Donald Trump,R,2608,True
Montana,Teton County,Joe Biden,D,1007,False
Montana,Toole County,Donald Trump,R,1596,True
Montana,Toole County,Joe Biden,D,467,False
Montana,Treasure County,Donald Trump,R,373,True
Montana,Treasure County,Joe Biden,D,78,False
Montana,Valley County,Donald Trump,R,3135,True
Montana,Valley County,Joe Biden,D,1030,False
Montana,Wheatland County,Donald Trump,R,823,True
Montana,Wheatland County,Joe Biden,D,225,False
Montana,Wibaux County,Donald Trump,R,516,True
Montana,Wibaux County,Joe Biden,D,77,False
Montana,Yellowstone County,Donald Trump,R,50772,True
Montana,Yellowstone County,Joe Biden,D,30679,False
Nebraska,Adams County,Donald Trump,R,10085,True
Nebraska,Adams County,Joe Biden,D,4213,False
Nebraska,Antelope County,Donald Trump,R,3093,True
Nebraska,Antelope County,Joe Biden,D,452,False
Nebraska,Arthur County,Donald Trump,R,260,True
Nebraska,Arthur County,Joe Biden,D,21,False
Nebraska,Banner County,Donald Trump,R,362,True
Nebraska,Banner County,Joe Biden,D,43,False
Nebraska,Blaine County,Donald Trump,R,280,True
Nebraska,Blaine County,Joe Biden,D,35,False
Nebraska,Boone County,Donald Trump,R,2653,True
Nebraska,Boone County,Joe Biden,D,499,False
Nebraska,Box Butte County,Donald Trump,R,4002,True
Nebraska,Box Butte County,Joe Biden,D,1051,False
Nebraska,Boyd County,Donald Trump,R,1010,True
Nebraska,Boyd County,Joe Biden,D,135,False
Nebraska,Brown County,Donald Trump,R,1470,True
Nebraska,Brown County,Joe Biden,D,191,False
Nebraska,Buffalo County,Donald Trump,R,16640,True
Nebraska,Buffalo County,Joe Biden,D,6350,False
Nebraska,Burt County,Donald Trump,R,2580,True
Nebraska,Burt County,Joe Biden,D,1063,False
Nebraska,Butler County,Donald Trump,R,3542,True
Nebraska,Butler County,Joe Biden,D,873,False
Nebraska,Cass County,Donald Trump,R,10121,True
Nebraska,Cass County,Joe Biden,D,4737,False
Nebraska,Cedar County,Donald Trump,R,4174,True
Nebraska,Cedar County,Joe Biden,D,725,False
Nebraska,Chase County,Donald Trump,R,1740,True
Nebraska,Chase County,Joe Biden,D,226,False
Nebraska,Cherry County,Donald Trump,R,2844,True
Nebraska,Cherry County,Joe Biden,D,373,False
Nebraska,Cheyenne County,Donald Trump,R,3813,True
Nebraska,Cheyenne County,Joe Biden,D,855,False
Nebraska,Clay County,Donald Trump,R,2848,True
Nebraska,Clay County,Joe Biden,D,632,False
Nebraska,Colfax County,Donald Trump,R,2636,True
Nebraska,Colfax County,Joe Biden,D,1025,False
Nebraska,Cuming County,Donald Trump,R,3507,True
Nebraska,Cuming County,Joe Biden,D,870,False
Nebraska,Custer County,Donald Trump,R,5090,True
Nebraska,Custer County,Joe Biden,D,786,False
Nebraska,Dakota County,Donald Trump,R,3926,True
Nebraska,Dakota County,Joe Biden,D,2744,False
Nebraska,Dawes County,Donald Trump,R,2931,True
Nebraska,Dawes County,Joe Biden,D,1082,False
Nebraska,Dawson County,Donald Trump,R,6524,True
Nebraska,Dawson County,Joe Biden,D,2497,False
Nebraska,Deuel County,Donald Trump,R,871,True
Nebraska,Deuel County,Joe Biden,D,141,False
Nebraska,Dixon County,Donald Trump,R,2335,True
Nebraska,Dixon County,Joe Biden,D,651,False
Nebraska,Dodge County,Donald Trump,R,10984,True
Nebraska,Dodge County,Joe Biden,D,5544,False
Nebraska,Douglas County,Joe Biden,D,150350,True
Nebraska,Douglas County,Donald Trump,R,119159,False
Nebraska,Dundy County,Donald Trump,R,883,True
Nebraska,Dundy County,Joe Biden,D,105,False
Nebraska,Fillmore County,Donald Trump,R,2359,True
Nebraska,Fillmore County,Joe Biden,D,693,False
Nebraska,Franklin County,Donald Trump,R,1437,True
Nebraska,Franklin County,Joe Biden,D,276,False
Nebraska,Frontier County,Donald Trump,R,1229,True
Nebraska,Frontier County,Joe Biden,D,189,False
Nebraska,Furnas County,Donald Trump,R,2163,True
Nebraska,Furnas County,Joe Biden,D,399,False
Nebraska,Gage County,Donald Trump,R,7445,True
Nebraska,Gage County,Joe Biden,D,3385,False
Nebraska,Garden County,Donald Trump,R,1016,True
Nebraska,Garden County,Joe Biden,D,161,False
Nebraska,Garfield County,Donald Trump,R,933,True
Nebraska,Garfield County,Joe Biden,D,133,False
Nebraska,Gosper County,Donald Trump,R,893,True
Nebraska,Gosper County,Joe Biden,D,215,False
Nebraska,Grant County,Donald Trump,R,375,True
Nebraska,Grant County,Joe Biden,D,20,False
Nebraska,Greeley County,Donald Trump,R,1016,True
Nebraska,Greeley County,Joe Biden,D,229,False
Nebraska,Hall County,Donald Trump,R,16189,True
Nebraska,Hall County,Joe Biden,D,7681,False
Nebraska,Hamilton County,Donald Trump,R,4309,True
Nebraska,Hamilton County,Joe Biden,D,1118,False
Nebraska,Harlan County,Donald Trump,R,1615,True
Nebraska,Harlan County,Joe Biden,D,282,False
Nebraska,Hayes County,Donald Trump,R,494,True
Nebraska,Hayes County,Joe Biden,D,34,False
Nebraska,Hitchcock County,Donald Trump,R,1264,True
Nebraska,Hitchcock County,Joe Biden,D,175,False
Nebraska,Holt County,Donald Trump,R,4769,True
Nebraska,Holt County,Joe Biden,D,686,False
Nebraska,Hooker County,Donald Trump,R,376,True
Nebraska,Hooker County,Joe Biden,D,59,False
Nebraska,Howard County,Donald Trump,R,2786,True
Nebraska,Howard County,Joe Biden,D,648,False
Nebraska,Jefferson County,Donald Trump,R,2616,True
Nebraska,Jefferson County,Joe Biden,D,1016,False
Nebraska,Johnson County,Donald Trump,R,1518,True
Nebraska,Johnson County,Joe Biden,D,647,False
Nebraska,Kearney County,Donald Trump,R,2822,True
Nebraska,Kearney County,Joe Biden,D,701,False
Nebraska,Keith County,Donald Trump,R,3544,True
Nebraska,Keith County,Joe Biden,D,763,False
Nebraska,Keya Paha County,Donald Trump,R,476,True
Nebraska,Keya Paha County,Joe Biden,D,49,False
Nebraska,Kimball County,Donald Trump,R,1563,True
Nebraska,Kimball County,Joe Biden,D,268,False
Nebraska,Knox County,Donald Trump,R,3721,True
Nebraska,Knox County,Joe Biden,D,905,False
Nebraska,Lancaster County,Joe Biden,D,82293,True
Nebraska,Lancaster County,Donald Trump,R,70092,False
Nebraska,Lincoln County,Donald Trump,R,13071,True
Nebraska,Lincoln County,Joe Biden,D,3692,False
Nebraska,Logan County,Donald Trump,R,407,True
Nebraska,Logan County,Joe Biden,D,38,False
Nebraska,Loup County,Donald Trump,R,370,True
Nebraska,Loup County,Joe Biden,D,75,False
Nebraska,McPherson County,Donald Trump,R,275,True
Nebraska,McPherson County,Joe Biden,D,17,False
Nebraska,Madison County,Donald Trump,R,11940,True
Nebraska,Madison County,Joe Biden,D,3478,False
Nebraska,Merrick County,Donald Trump,R,3419,True
Nebraska,Merrick County,Joe Biden,D,743,False
Nebraska,Morrill County,Donald Trump,R,2113,True
Nebraska,Morrill County,Joe Biden,D,386,False
Nebraska,Nance County,Donald Trump,R,1437,True
Nebraska,Nance County,Joe Biden,D,359,False
Nebraska,Nemaha County,Donald Trump,R,2428,True
Nebraska,Nemaha County,Joe Biden,D,921,False
Nebraska,Nuckolls County,Donald Trump,R,1857,True
Nebraska,Nuckolls County,Joe Biden,D,409,False
Nebraska,Otoe County,Donald Trump,R,5649,True
Nebraska,Otoe County,Joe Biden,D,2490,False
Nebraska,Pawnee County,Donald Trump,R,1071,True
Nebraska,Pawnee County,Joe Biden,D,322,False
Nebraska,Perkins County,Donald Trump,R,1321,True
Nebraska,Perkins County,Joe Biden,D,199,False
Nebraska,Phelps County,Donald Trump,R,4157,True
Nebraska,Phelps County,Joe Biden,D,752,False
Nebraska,Pierce County,Donald Trump,R,3462,True
Nebraska,Pierce County,Joe Biden,D,480,False
Nebraska,Platte County,Donald Trump,R,12186,True
Nebraska,Platte County,Joe Biden,D,3260,False
Nebraska,Polk County,Donald Trump,R,2291,True
Nebraska,Polk County,Joe Biden,D,530,False
Nebraska,Red Willow County,Donald Trump,R,4525,True
Nebraska,Red Willow County,Joe Biden,D,811,False
Nebraska,Richardson County,Donald Trump,R,3073,True
Nebraska,Richardson County,Joe Biden,D,996,False
Nebraska,Rock County,Donald Trump,R,744,True
Nebraska,Rock County,Joe Biden,D,84,False
Nebraska,Saline County,Donald Trump,R,3631,True
Nebraska,Saline County,Joe Biden,D,1986,False
Nebraska,Sarpy County,Donald Trump,R,51979,True
Nebraska,Sarpy County,Joe Biden,D,41206,False
Nebraska,Saunders County,Donald Trump,R,9108,True
Nebraska,Saunders County,Joe Biden,D,3331,False
Nebraska,Scotts Bluff County,Donald Trump,R,10952,True
Nebraska,Scotts Bluff County,Joe Biden,D,4196,False
Nebraska,Seward County,Donald Trump,R,6490,True
Nebraska,Seward County,Joe Biden,D,2438,False
Nebraska,Sheridan County,Donald Trump,R,2292,True
Nebraska,Sheridan County,Joe Biden,D,340,False
Nebraska,Sherman County,Donald Trump,R,1322,True
Nebraska,Sherman County,Joe Biden,D,343,False
Nebraska,Sioux County,Donald Trump,R,642,True
Nebraska,Sioux County,Joe Biden,D,72,False
Nebraska,Stanton County,Donald Trump,R,2561,True
Nebraska,Stanton County,Joe Biden,D,532,False
Nebraska,Thayer County,Donald Trump,R,2308,True
Nebraska,Thayer County,Joe Biden,D,624,False
Nebraska,Thomas County,Donald Trump,R,377,True
Nebraska,Thomas County,Joe Biden,D,45,False
Nebraska,Thurston County,Donald Trump,R,1180,True
Nebraska,Thurston County,Joe Biden,D,1122,False
Nebraska,Valley County,Donald Trump,R,1901,True
Nebraska,Valley County,Joe Biden,D,412,False
Nebraska,Washington County,Donald Trump,R,8583,True
Nebraska,Washington County,Joe Biden,D,3554,False
Nebraska,Wayne County,Donald Trump,R,3055,True
Nebraska,Wayne County,Joe Biden,D,1022,False
Nebraska,Webster County,Donald Trump,R,1511,True
Nebraska,Webster County,Joe Biden,D,335,False
Nebraska,Wheeler County,Donald Trump,R,438,True
Nebraska,Wheeler County,Joe Biden,D,59,False
Nebraska,York County,Donald Trump,R,5337,True
Nebraska,York County,Joe Biden,D,1630,False
Nevada,Churchill County,Donald Trump,R,9372,True
Nevada,Churchill County,Joe Biden,D,3051,False
Nevada,Clark County,Joe Biden,D,521852,True
Nevada,Clark County,Donald Trump,R,430930,False
Nevada,Douglas County,Donald Trump,R,21630,True
Nevada,Douglas County,Joe Biden,D,11571,False
Nevada,Elko County,Donald Trump,R,16741,True
Nevada,Elko County,Joe Biden,D,4557,False
Nevada,Esmeralda County,Donald Trump,R,400,True
Nevada,Esmeralda County,Joe Biden,D,74,False
Nevada,Eureka County,Donald Trump,R,895,True
Nevada,Eureka County,Joe Biden,D,105,False
Nevada,Humboldt County,Donald Trump,R,5877,True
Nevada,Humboldt County,Joe Biden,D,1689,False
Nevada,Lander County,Donald Trump,R,2198,True
Nevada,Lander County,Joe Biden,D,496,False
Nevada,Lincoln County,Donald Trump,R,2067,True
Nevada,Lincoln County,Joe Biden,D,330,False
Nevada,Lyon County,Donald Trump,R,20914,True
Nevada,Lyon County,Joe Biden,D,8473,False
Nevada,Mineral County,Donald Trump,R,1423,True
Nevada,Mineral County,Joe Biden,D,829,False
Nevada,Nye County,Donald Trump,R,17528,True
Nevada,Nye County,Joe Biden,D,7288,False
Nevada,Pershing County,Donald Trump,R,1731,True
Nevada,Pershing County,Joe Biden,D,547,False
Nevada,Storey County,Donald Trump,R,1908,True
Nevada,Storey County,Joe Biden,D,902,False
Nevada,Washoe County,Joe Biden,D,128128,True
Nevada,Washoe County,Donald Trump,R,116760,False
Nevada,White Pine County,Donald Trump,R,3403,True
Nevada,White Pine County,Joe Biden,D,859,False
Nevada,Carson City,Donald Trump,R,16113,True
Nevada,Carson City,Joe Biden,D,12735,False
New Hampshire,Alton,Donald Trump,R,2420,True
New Hampshire,Alton,Joe Biden,D,1438,False
New Hampshire,Barnstead,Donald Trump,R,1698,True
New Hampshire,Barnstead,Joe Biden,D,1150,False
New Hampshire,Belmont,Donald Trump,R,2365,True
New Hampshire,Belmont,Joe Biden,D,1609,False
New Hampshire,Center Harbor,Donald Trump,R,407,True
New Hampshire,Center Harbor,Joe Biden,D,379,False
New Hampshire,Gilford,Donald Trump,R,2748,True
New Hampshire,Gilford,Joe Biden,D,2508,False
New Hampshire,Gilmanton,Donald Trump,R,1423,True
New Hampshire,Gilmanton,Joe Biden,D,1020,False
New Hampshire,Laconia,Donald Trump,R,4642,True
New Hampshire,Laconia,Joe Biden,D,4141,False
New Hampshire,Meredith,Donald Trump,R,2208,True
New Hampshire,Meredith,Joe Biden,D,2139,False
New Hampshire,New Hampton,Donald Trump,R,810,True
New Hampshire,New Hampton,Joe Biden,D,697,False
New Hampshire,Sanbornton,Donald Trump,R,1134,True
New Hampshire,Sanbornton,Joe Biden,D,875,False
New Hampshire,Tilton,Donald Trump,R,1044,True
New Hampshire,Tilton,Joe Biden,D,938,False
New Hampshire,Albany,Joe Biden,D,250,True
New Hampshire,Albany,Donald Trump,R,190,False
New Hampshire,Bartlett,Joe Biden,D,1374,True
New Hampshire,Bartlett,Donald Trump,R,773,False
New Hampshire,Brookfield,Donald Trump,R,315,True
New Hampshire,Brookfield,Joe Biden,D,218,False
New Hampshire,Chatham,Donald Trump,R,130,True
New Hampshire,Chatham,Joe Biden,D,106,False
New Hampshire,Conway,Joe Biden,D,3411,True
New Hampshire,Conway,Donald Trump,R,2465,False
New Hampshire,Eaton,Joe Biden,D,188,True
New Hampshire,Eaton,Donald Trump,R,117,False
New Hampshire,Effingham,Donald Trump,R,526,True
New Hampshire,Effingham,Joe Biden,D,391,False
New Hampshire,Freedom,Joe Biden,D,538,True
New Hampshire,Freedom,Donald Trump,R,538,False
New Hampshire,Harts Location,Joe Biden,D,23,True
New Hampshire,Harts Location,Donald Trump,R,20,False
New Hampshire,Jackson,Joe Biden,D,567,True
New Hampshire,Jackson,Donald Trump,R,212,False
New Hampshire,Madison,Joe Biden,D,926,True
New Hampshire,Madison,Donald Trump,R,760,False
New Hampshire,Moultonborough,Donald Trump,R,1997,True
New Hampshire,Moultonborough,Joe Biden,D,1605,False
New Hampshire,Ossipee,Donald Trump,R,1487,True
New Hampshire,Ossipee,Joe Biden,D,965,False
New Hampshire,Sandwich,Joe Biden,D,718,True
New Hampshire,Sandwich,Donald Trump,R,413,False
New Hampshire,Tamworth,Joe Biden,D,899,True
New Hampshire,Tamworth,Donald Trump,R,838,False
New Hampshire,Tuftonboro,Donald Trump,R,1012,True
New Hampshire,Tuftonboro,Joe Biden,D,875,False
New Hampshire,Wakefield,Donald Trump,R,1986,True
New Hampshire,Wakefield,Joe Biden,D,1240,False
New Hampshire,Wolfeboro,Donald Trump,R,2371,True
New Hampshire,Wolfeboro,Joe Biden,D,2355,False
New Hampshire,Alstead,Joe Biden,D,684,True
New Hampshire,Alstead,Donald Trump,R,477,False
New Hampshire,Chesterfield,Joe Biden,D,1390,True
New Hampshire,Chesterfield,Donald Trump,R,958,False
New Hampshire,Dublin,Joe Biden,D,687,True
New Hampshire,Dublin,Donald Trump,R,404,False
New Hampshire,Fitzwilliam,Donald Trump,R,682,True
New Hampshire,Fitzwilliam,Joe Biden,D,666,False
New Hampshire,Gilsum,Donald Trump,R,263,True
New Hampshire,Gilsum,Joe Biden,D,240,False
New Hampshire,Harrisville,Joe Biden,D,553,True
New Hampshire,Harrisville,Donald Trump,R,201,False
New Hampshire,Hinsdale,Joe Biden,D,1048,True
New Hampshire,Hinsdale,Donald Trump,R,829,False
New Hampshire,Jaffrey,Joe Biden,D,1528,True
New Hampshire,Jaffrey,Donald Trump,R,1410,False
New Hampshire,Keene,Joe Biden,D,8950,True
New Hampshire,Keene,Donald Trump,R,3758,False
New Hampshire,Marlborough,Joe Biden,D,806,True
New Hampshire,Marlborough,Donald Trump,R,441,False
New Hampshire,Marlow,Joe Biden,D,277,True
New Hampshire,Marlow,Donald Trump,R,207,False
New Hampshire,Nelson,Joe Biden,D,275,True
New Hampshire,Nelson,Donald Trump,R,164,False
New Hampshire,Richmond,Donald Trump,R,413,True
New Hampshire,Richmond,Joe Biden,D,292,False
New Hampshire,Rindge,Donald Trump,R,2144,True
New Hampshire,Rindge,Joe Biden,D,1443,False
New Hampshire,Roxbury,Joe Biden,D,92,True
New Hampshire,Roxbury,Donald Trump,R,52,False
New Hampshire,Stoddard,Donald Trump,R,430,True
New Hampshire,Stoddard,Joe Biden,D,419,False
New Hampshire,Sullivan,Joe Biden,D,216,True
New Hampshire,Sullivan,Donald Trump,R,186,False
New Hampshire,Surry,Joe Biden,D,307,True
New Hampshire,Surry,Donald Trump,R,252,False
New Hampshire,Swanzey,Joe Biden,D,2008,True
New Hampshire,Swanzey,Donald Trump,R,1763,False
New Hampshire,Troy,Donald Trump,R,583,True
New Hampshire,Troy,Joe Biden,D,509,False
New Hampshire,Walpole,Joe Biden,D,1470,True
New Hampshire,Walpole,Donald Trump,R,834,False
New Hampshire,Westmoreland,Joe Biden,D,660,True
New Hampshire,Westmoreland,Donald Trump,R,453,False
New Hampshire,Winchester,Donald Trump,R,988,True
New Hampshire,Winchester,Joe Biden,D,986,False
New Hampshire,Berlin,Joe Biden,D,2147,True
New Hampshire,Berlin,Donald Trump,R,1852,False
New Hampshire,Carroll,Donald Trump,R,267,True
New Hampshire,Carroll,Joe Biden,D,266,False
New Hampshire,Clarksville,Donald Trump,R,108,True
New Hampshire,Clarksville,Joe Biden,D,72,False
New Hampshire,Colebrook,Donald Trump,R,630,True
New Hampshire,Colebrook,Joe Biden,D,418,False
New Hampshire,Columbia,Donald Trump,R,235,True
New Hampshire,Columbia,Joe Biden,D,114,False
New Hampshire,Dalton,Donald Trump,R,295,True
New Hampshire,Dalton,Joe Biden,D,231,False
New Hampshire,Dixville,Joe Biden,D,5,True
New Hampshire,Dixville,Donald Trump,R,0,False
New Hampshire,Dummer,Donald Trump,R,113,True
New Hampshire,Dummer,Joe Biden,D,67,False
New Hampshire,Errol,Donald Trump,R,148,True
New Hampshire,Errol,Joe Biden,D,74,False
New Hampshire,Gorham,Joe Biden,D,906,True
New Hampshire,Gorham,Donald Trump,R,748,False
New Hampshire,Jefferson,Donald Trump,R,394,True
New Hampshire,Jefferson,Joe Biden,D,257,False
New Hampshire,Lancaster,Donald Trump,R,874,True
New Hampshire,Lancaster,Joe Biden,D,817,False
New Hampshire,Milan,Donald Trump,R,437,True
New Hampshire,Milan,Joe Biden,D,345,False
New Hampshire,Millsfield,Donald Trump,R,16,True
New Hampshire,Millsfield,Joe Biden,D,5,False
New Hampshire,Northumberland,Donald Trump,R,614,True
New Hampshire,Northumberland,Joe Biden,D,424,False
New Hampshire,Pittsburg,Donald Trump,R,380,True
New Hampshire,Pittsburg,Joe Biden,D,158,False
New Hampshire,Randolph,Joe Biden,D,186,True
New Hampshire,Randolph,Donald Trump,R,83,False
New Hampshire,Shelburne,Joe Biden,D,131,True
New Hampshire,Shelburne,Donald Trump,R,122,False
New Hampshire,Stark,Donald Trump,R,188,True
New Hampshire,Stark,Joe Biden,D,106,False
New Hampshire,Stewartstown,Donald Trump,R,291,True
New Hampshire,Stewartstown,Joe Biden,D,117,False
New Hampshire,Stratford,Joe Biden,D,159,True
New Hampshire,Stratford,Donald Trump,R,140,False
New Hampshire,Wentworth's Location,Donald Trump,R,13,True
New Hampshire,Wentworth's Location,Joe Biden,D,4,False
New Hampshire,Whitefield,Donald Trump,R,669,True
New Hampshire,Whitefield,Joe Biden,D,631,False
New Hampshire,Alexandria,Donald Trump,R,616,True
New Hampshire,Alexandria,Joe Biden,D,440,False
New Hampshire,Ashland,Joe Biden,D,632,True
New Hampshire,Ashland,Donald Trump,R,562,False
New Hampshire,Bath,Donald Trump,R,353,True
New Hampshire,Bath,Joe Biden,D,259,False
New Hampshire,Benton,Donald Trump,R,143,True
New Hampshire,Benton,Joe Biden,D,89,False
New Hampshire,Bethlehem,Joe Biden,D,1021,True
New Hampshire,Bethlehem,Donald Trump,R,620,False
New Hampshire,Bridgewater,Donald Trump,R,472,True
New Hampshire,Bridgewater,Joe Biden,D,364,False
New Hampshire,Bristol,Donald Trump,R,994,True
New Hampshire,Bristol,Joe Biden,D,842,False
New Hampshire,Campton,Joe Biden,D,1120,True
New Hampshire,Campton,Donald Trump,R,964,False
New Hampshire,Canaan,Joe Biden,D,1162,True
New Hampshire,Canaan,Donald Trump,R,890,False
New Hampshire,Dorchester,Donald Trump,R,124,True
New Hampshire,Dorchester,Joe Biden,D,105,False
New Hampshire,Easton,Joe Biden,D,167,True
New Hampshire,Easton,Donald Trump,R,64,False
New Hampshire,Ellsworth,Joe Biden,D,45,True
New Hampshire,Ellsworth,Donald Trump,R,32,False
New Hampshire,Enfield,Joe Biden,D,1777,True
New Hampshire,Enfield,Donald Trump,R,930,False
New Hampshire,Franconia,Joe Biden,D,542,True
New Hampshire,Franconia,Donald Trump,R,248,False
New Hampshire,Grafton,Donald Trump,R,423,True
New Hampshire,Grafton,Joe Biden,D,345,False
New Hampshire,Groton,Donald Trump,R,232,True
New Hampshire,Groton,Joe Biden,D,142,False
New Hampshire,Hanover,Joe Biden,D,6210,True
New Hampshire,Hanover,Donald Trump,R,841,False
New Hampshire,Haverhill,Donald Trump,R,1180,True
New Hampshire,Haverhill,Joe Biden,D,925,False
New Hampshire,Hebron,Donald Trump,R,267,True
New Hampshire,Hebron,Joe Biden,D,239,False
New Hampshire,Holderness,Joe Biden,D,890,True
New Hampshire,Holderness,Donald Trump,R,569,False
New Hampshire,Landaff,Donald Trump,R,155,True
New Hampshire,Landaff,Joe Biden,D,126,False
New Hampshire,Lebanon,Joe Biden,D,5895,True
New Hampshire,Lebanon,Donald Trump,R,1954,False
New Hampshire,Lincoln,Joe Biden,D,513,True
New Hampshire,Lincoln,Donald Trump,R,397,False
New Hampshire,Lisbon,Donald Trump,R,431,True
New Hampshire,Lisbon,Joe Biden,D,353,False
New Hampshire,Littleton,Joe Biden,D,1557,True
New Hampshire,Littleton,Donald Trump,R,1507,False
New Hampshire,Lyman,Donald Trump,R,208,True
New Hampshire,Lyman,Joe Biden,D,174,False
New Hampshire,Lyme,Joe Biden,D,1074,True
New Hampshire,Lyme,Donald Trump,R,218,False
New Hampshire,Monroe,Donald Trump,R,309,True
New Hampshire,Monroe,Joe Biden,D,227,False
New Hampshire,Orange,Donald Trump,R,110,True
New Hampshire,Orange,Joe Biden,D,80,False
New Hampshire,Orford,Joe Biden,D,539,True
New Hampshire,Orford,Donald Trump,R,269,False
New Hampshire,Piermont,Joe Biden,D,241,True
New Hampshire,Piermont,Donald Trump,R,194,False
New Hampshire,Plymouth,Joe Biden,D,2214,True
New Hampshire,Plymouth,Donald Trump,R,1123,False
New Hampshire,Rumney,Donald Trump,R,527,True
New Hampshire,Rumney,Joe Biden,D,410,False
New Hampshire,Sugar Hill,Joe Biden,D,316,True
New Hampshire,Sugar Hill,Donald Trump,R,153,False
New Hampshire,Thornton,Joe Biden,D,958,True
New Hampshire,Thornton,Donald Trump,R,737,False
New Hampshire,Warren,Donald Trump,R,275,True
New Hampshire,Warren,Joe Biden,D,189,False
New Hampshire,Waterville,Joe Biden,D,238,True
New Hampshire,Waterville,Donald Trump,R,127,False
New Hampshire,Wentworth,Donald Trump,R,323,True
New Hampshire,Wentworth,Joe Biden,D,280,False
New Hampshire,Woodstock,Joe Biden,D,480,True
New Hampshire,Woodstock,Donald Trump,R,364,False
New Hampshire,Amherst,Joe Biden,D,4796,True
New Hampshire,Amherst,Donald Trump,R,3208,False
New Hampshire,Antrim,Donald Trump,R,779,True
New Hampshire,Antrim,Joe Biden,D,761,False
New Hampshire,Bedford,Joe Biden,D,7521,True
New Hampshire,Bedford,Donald Trump,R,7052,False
New Hampshire,Bennington,Donald Trump,R,424,True
New Hampshire,Bennington,Joe Biden,D,395,False
New Hampshire,Brookline,Joe Biden,D,1903,True
New Hampshire,Brookline,Donald Trump,R,1647,False
