state,county,candidate,Party,votes,won
Maine,Macwahoc Plt.,Donald Trump,R,30,True
Maine,Macwahoc Plt.,Joe Biden,D,12,False
Maine,Madawaska,Joe Biden,D,1143,True
Maine,Madawaska,Donald Trump,R,940,False
Maine,Mapleton,Donald Trump,R,726,True
Maine,Mapleton,Joe Biden,D,406,False
Maine,Mars Hill,Donald Trump,R,511,True
Maine,Mars Hill,Joe Biden,D,222,False
Maine,Masardis,Donald Trump,R,85,True
Maine,Masardis,Joe Biden,D,34,False
Maine,Merrill,Donald Trump,R,91,True
Maine,Merrill,Joe Biden,D,43,False
Maine,Monticello,Donald Trump,R,335,True
Maine,Monticello,Joe Biden,D,96,False
Maine,Moro Plt.,Donald Trump,R,27,True
Maine,Moro Plt.,Joe Biden,D,2,False
Maine,Nashville Plt.,Donald Trump,R,16,True
Maine,Nashville Plt.,Joe Biden,D,7,False
Maine,New Canada,Donald Trump,R,93,True
Maine,New Canada,Joe Biden,D,61,False
Maine,New Limerick,Donald Trump,R,253,True
Maine,New Limerick,Joe Biden,D,115,False
Maine,New Sweden,Donald Trump,R,178,True
Maine,New Sweden,Joe Biden,D,137,False
Maine,Oakfield,Donald Trump,R,286,True
Maine,Oakfield,Joe Biden,D,111,False
Maine,Orient,Donald Trump,R,68,True
Maine,Orient,Joe Biden,D,22,False
Maine,Penobscot Nation Vot Dst,Joe Biden,D,237,True
Maine,Penobscot Nation Vot Dst,Donald Trump,R,54,False
Maine,Perham,Donald Trump,R,146,True
Maine,Perham,Joe Biden,D,62,False
Maine,Portage Lake,Donald Trump,R,160,True
Maine,Portage Lake,Joe Biden,D,99,False
Maine,Presque Isle,Donald Trump,R,2266,True
Maine,Presque Isle,Joe Biden,D,1859,False
Maine,Reed Plt.,Donald Trump,R,58,True
Maine,Reed Plt.,Joe Biden,D,23,False
Maine,Saint Agatha,Donald Trump,R,334,True
Maine,Saint Agatha,Joe Biden,D,292,False
Maine,St. Francis,Joe Biden,D,121,True
Maine,St. Francis,Donald Trump,R,121,False
Maine,St. John Plt.,Donald Trump,R,104,True
Maine,St. John Plt.,Joe Biden,D,63,False
Maine,Sherman,Donald Trump,R,497,True
Maine,Sherman,Joe Biden,D,157,False
Maine,Smyrna,Donald Trump,R,111,True
Maine,Smyrna,Joe Biden,D,46,False
Maine,Stockholm,Donald Trump,R,86,True
Maine,Stockholm,Joe Biden,D,70,False
Maine,Van Buren,Joe Biden,D,471,True
Maine,Van Buren,Donald Trump,R,415,False
Maine,Wade,Donald Trump,R,79,True
Maine,Wade,Joe Biden,D,53,False
Maine,Wallagrass,Joe Biden,D,153,True
Maine,Wallagrass,Donald Trump,R,134,False
Maine,Washburn,Donald Trump,R,518,True
Maine,Washburn,Joe Biden,D,278,False
Maine,Westfield,Donald Trump,R,174,True
Maine,Westfield,Joe Biden,D,92,False
Maine,Westmanland,Joe Biden,D,30,True
Maine,Westmanland,Donald Trump,R,24,False
Maine,Weston,Donald Trump,R,125,True
Maine,Weston,Joe Biden,D,55,False
Maine,Winterville Plt.,Donald Trump,R,72,True
Maine,Winterville Plt.,Joe Biden,D,49,False
Maine,Woodland,Donald Trump,R,409,True
Maine,Woodland,Joe Biden,D,239,False
Maine,Baldwin,Donald Trump,R,623,True
Maine,Baldwin,Joe Biden,D,350,False
Maine,Bridgton,Joe Biden,D,1656,True
Maine,Bridgton,Donald Trump,R,1528,False
Maine,Brunswick,Joe Biden,D,9728,True
Maine,Brunswick,Donald Trump,R,3733,False
Maine,Cape Elizabeth,Joe Biden,D,5349,True
Maine,Cape Elizabeth,Donald Trump,R,1462,False
Maine,Casco,Donald Trump,R,1184,True
Maine,Casco,Joe Biden,D,1036,False
Maine,Chebeague Island,Joe Biden,D,255,True
Maine,Chebeague Island,Donald Trump,R,66,False
Maine,Cumberland,Joe Biden,D,4074,True
Maine,Cumberland,Donald Trump,R,1800,False
Maine,Falmouth,Joe Biden,D,6147,True
Maine,Falmouth,Donald Trump,R,2672,False
Maine,Freeport,Joe Biden,D,4327,True
Maine,Freeport,Donald Trump,R,1675,False
Maine,Frye Island,Joe Biden,D,38,True
Maine,Frye Island,Donald Trump,R,19,False
Maine,Gorham,Joe Biden,D,6460,True
Maine,Gorham,Donald Trump,R,4275,False
Maine,Gray,Joe Biden,D,2653,True
Maine,Gray,Donald Trump,R,2557,False
Maine,Harpswell,Joe Biden,D,2379,True
Maine,Harpswell,Donald Trump,R,1423,False
Maine,Harrison,Donald Trump,R,796,True
Maine,Harrison,Joe Biden,D,741,False
Maine,Long Island,Joe Biden,D,133,True
Maine,Long Island,Donald Trump,R,53,False
Maine,Naples,Donald Trump,R,1389,True
Maine,Naples,Joe Biden,D,1039,False
Maine,New Gloucester,Donald Trump,R,1757,True
Maine,New Gloucester,Joe Biden,D,1720,False
Maine,North Yarmouth,Joe Biden,D,1862,True
Maine,North Yarmouth,Donald Trump,R,1018,False
Maine,Portland,Joe Biden,D,33786,True
Maine,Portland,Donald Trump,R,6486,False
Maine,Pownal,Joe Biden,D,685,True
Maine,Pownal,Donald Trump,R,489,False
Maine,Raymond,Joe Biden,D,1589,True
Maine,Raymond,Donald Trump,R,1472,False
Maine,Scarborough,Joe Biden,D,9487,True
Maine,Scarborough,Donald Trump,R,5217,False
Maine,Sebago,Donald Trump,R,719,True
Maine,Sebago,Joe Biden,D,529,False
Maine,South Portland,Joe Biden,D,12075,True
Maine,South Portland,Donald Trump,R,3783,False
Maine,Standish,Donald Trump,R,3078,True
Maine,Standish,Joe Biden,D,2820,False
Maine,Westbrook,Joe Biden,D,7274,True
Maine,Westbrook,Donald Trump,R,3591,False
Maine,Windham,Joe Biden,D,5782,True
Maine,Windham,Donald Trump,R,5280,False
Maine,Yarmouth,Joe Biden,D,4785,True
Maine,Yarmouth,Donald Trump,R,1439,False
Maine,Avon,Donald Trump,R,164,True
Maine,Avon,Joe Biden,D,96,False
Maine,Carrabassett Valley,Joe Biden,D,348,True
Maine,Carrabassett Valley,Donald Trump,R,164,False
Maine,Carthage,Donald Trump,R,214,True
Maine,Carthage,Joe Biden,D,88,False
Maine,Chesterville,Donald Trump,R,460,True
Maine,Chesterville,Joe Biden,D,314,False
Maine,Coplin Plt.,Joe Biden,D,59,True
Maine,Coplin Plt.,Donald Trump,R,44,False
Maine,Dallas Plt.,Donald Trump,R,104,True
Maine,Dallas Plt.,Joe Biden,D,98,False
Maine,Eustis,Donald Trump,R,255,True
Maine,Eustis,Joe Biden,D,173,False
Maine,Farmington,Joe Biden,D,2225,True
Maine,Farmington,Donald Trump,R,1541,False
Maine,Industry,Donald Trump,R,253,True
Maine,Industry,Joe Biden,D,232,False
Maine,Jay,Donald Trump,R,1375,True
Maine,Jay,Joe Biden,D,1220,False
Maine,Kingfield,Donald Trump,R,444,True
Maine,Kingfield,Joe Biden,D,407,False
Maine,New Sharon,Donald Trump,R,528,True
Maine,New Sharon,Joe Biden,D,391,False
Maine,New Vineyard,Donald Trump,R,293,True
Maine,New Vineyard,Joe Biden,D,154,False
Maine,Phillips,Donald Trump,R,385,True
Maine,Phillips,Joe Biden,D,252,False
Maine,Rangeley,Donald Trump,R,449,True
Maine,Rangeley,Joe Biden,D,294,False
Maine,Rangeley Plt.,Donald Trump,R,86,True
Maine,Rangeley Plt.,Joe Biden,D,57,False
Maine,Sandy River Plt.,Joe Biden,D,65,True
Maine,Sandy River Plt.,Donald Trump,R,36,False
Maine,Strong,Donald Trump,R,526,True
Maine,Strong,Joe Biden,D,266,False
Maine,Temple,Joe Biden,D,172,True
Maine,Temple,Donald Trump,R,155,False
Maine,Weld,Joe Biden,D,149,True
Maine,Weld,Donald Trump,R,144,False
Maine,Wilton,Donald Trump,R,1117,True
Maine,Wilton,Joe Biden,D,978,False
Maine,Amherst,Donald Trump,R,115,True
Maine,Amherst,Joe Biden,D,64,False
Maine,Aurora,Donald Trump,R,42,True
Maine,Aurora,Joe Biden,D,29,False
Maine,Bar Harbor,Joe Biden,D,2678,True
Maine,Bar Harbor,Donald Trump,R,804,False
Maine,Blue Hill,Joe Biden,D,1310,True
Maine,Blue Hill,Donald Trump,R,624,False
Maine,Brooklin,Joe Biden,D,426,True
Maine,Brooklin,Donald Trump,R,189,False
Maine,Brooksville,Joe Biden,D,450,True
Maine,Brooksville,Donald Trump,R,219,False
Maine,Bucksport,Donald Trump,R,1481,True
Maine,Bucksport,Joe Biden,D,1278,False
Maine,Castine,Joe Biden,D,346,True
Maine,Castine,Donald Trump,R,136,False
Maine,Cranberry Isles,Joe Biden,D,95,True
Maine,Cranberry Isles,Donald Trump,R,36,False
Maine,Dedham,Donald Trump,R,582,True
Maine,Dedham,Joe Biden,D,545,False
Maine,Deer Isle,Joe Biden,D,806,True
Maine,Deer Isle,Donald Trump,R,496,False
Maine,Eastbrook,Donald Trump,R,148,True
Maine,Eastbrook,Joe Biden,D,65,False
Maine,Ellsworth,Donald Trump,R,2359,True
Maine,Ellsworth,Joe Biden,D,2274,False
Maine,Franklin,Donald Trump,R,459,True
Maine,Franklin,Joe Biden,D,381,False
Maine,Frenchboro,Donald Trump,R,19,True
Maine,Frenchboro,Joe Biden,D,12,False
Maine,Gouldsboro,Donald Trump,R,612,True
Maine,Gouldsboro,Joe Biden,D,477,False
Maine,Great Pond,Donald Trump,R,25,True
Maine,Great Pond,Joe Biden,D,18,False
Maine,Hancock,Donald Trump,R,778,True
Maine,Hancock,Joe Biden,D,659,False
Maine,Lamoine,Joe Biden,D,616,True
Maine,Lamoine,Donald Trump,R,576,False
Maine,Mariaville,Donald Trump,R,191,True
Maine,Mariaville,Joe Biden,D,113,False
Maine,Mount Desert,Joe Biden,D,1066,True
Maine,Mount Desert,Donald Trump,R,381,False
Maine,Orland,Donald Trump,R,693,True
Maine,Orland,Joe Biden,D,691,False
Maine,Osborn,Donald Trump,R,31,True
Maine,Osborn,Joe Biden,D,10,False
Maine,Otis,Donald Trump,R,323,True
Maine,Otis,Joe Biden,D,153,False
Maine,Penobscot,Joe Biden,D,512,True
Maine,Penobscot,Donald Trump,R,306,False
Maine,Sedgwick,Joe Biden,D,511,True
Maine,Sedgwick,Donald Trump,R,321,False
Maine,Sorrento,Donald Trump,R,94,True
Maine,Sorrento,Joe Biden,D,89,False
Maine,Southwest Harbor,Joe Biden,D,728,True
Maine,Southwest Harbor,Donald Trump,R,381,False
Maine,Stonington,Joe Biden,D,409,True
Maine,Stonington,Donald Trump,R,220,False
Maine,Sullivan,Joe Biden,D,354,True
Maine,Sullivan,Donald Trump,R,348,False
Maine,Surry,Joe Biden,D,596,True
Maine,Surry,Donald Trump,R,464,False
Maine,Swan's Island,Joe Biden,D,132,True
Maine,Swan's Island,Donald Trump,R,129,False
Maine,Tremont,Joe Biden,D,590,True
Maine,Tremont,Donald Trump,R,422,False
Maine,Trenton,Joe Biden,D,509,True
Maine,Trenton,Donald Trump,R,451,False
Maine,Verona,Donald Trump,R,182,True
Maine,Verona,Joe Biden,D,158,False
Maine,Waltham,Donald Trump,R,159,True
Maine,Waltham,Joe Biden,D,68,False
Maine,Winter Harbor,Donald Trump,R,179,True
Maine,Winter Harbor,Joe Biden,D,145,False
Maine,Albion,Donald Trump,R,801,True
Maine,Albion,Joe Biden,D,385,False
Maine,Augusta,Joe Biden,D,5248,True
Maine,Augusta,Donald Trump,R,4155,False
Maine,Belgrade,Donald Trump,R,1166,True
Maine,Belgrade,Joe Biden,D,994,False
Maine,Benton,Donald Trump,R,984,True
Maine,Benton,Joe Biden,D,607,False
Maine,Chelsea,Donald Trump,R,917,True
Maine,Chelsea,Joe Biden,D,605,False
Maine,China,Donald Trump,R,1395,True
Maine,China,Joe Biden,D,1107,False
Maine,Clinton,Donald Trump,R,1098,True
Maine,Clinton,Joe Biden,D,641,False
Maine,Farmingdale,Joe Biden,D,903,True
Maine,Farmingdale,Donald Trump,R,768,False
Maine,Fayette,Donald Trump,R,421,True
Maine,Fayette,Joe Biden,D,388,False
Maine,Gardiner,Joe Biden,D,1694,True
Maine,Gardiner,Donald Trump,R,1471,False
Maine,Hallowell,Joe Biden,D,1277,True
Maine,Hallowell,Donald Trump,R,445,False
Maine,Litchfield,Donald Trump,R,1260,True
Maine,Litchfield,Joe Biden,D,850,False
Maine,Manchester,Joe Biden,D,832,True
Maine,Manchester,Donald Trump,R,810,False
Maine,Monmouth,Donald Trump,R,1397,True
Maine,Monmouth,Joe Biden,D,1079,False
Maine,Mount Vernon,Joe Biden,D,576,True
Maine,Mount Vernon,Donald Trump,R,560,False
Maine,Oakland,Donald Trump,R,1853,True
Maine,Oakland,Joe Biden,D,1681,False
Maine,Pittston,Donald Trump,R,1034,True
Maine,Pittston,Joe Biden,D,691,False
Maine,Randolph,Donald Trump,R,533,True
Maine,Randolph,Joe Biden,D,467,False
Maine,Readfield,Joe Biden,D,943,True
Maine,Readfield,Donald Trump,R,818,False
Maine,Rome,Donald Trump,R,350,True
Maine,Rome,Joe Biden,D,340,False
Maine,Sidney,Donald Trump,R,1688,True
Maine,Sidney,Joe Biden,D,1184,False
Maine,Unity,Donald Trump,R,455,True
Maine,Unity,Joe Biden,D,444,False
Maine,Vassalboro,Donald Trump,R,1394,True
Maine,Vassalboro,Joe Biden,D,1075,False
Maine,Vienna,Donald Trump,R,208,True
Maine,Vienna,Joe Biden,D,186,False
Maine,Waterville,Joe Biden,D,5019,True
Maine,Waterville,Donald Trump,R,2627,False
Maine,Wayne,Joe Biden,D,506,True
Maine,Wayne,Donald Trump,R,343,False
Maine,West Gardiner,Donald Trump,R,1317,True
Maine,West Gardiner,Joe Biden,D,1000,False
Maine,Windsor,Donald Trump,R,899,True
Maine,Windsor,Joe Biden,D,477,False
Maine,Winslow,Donald Trump,R,2360,True
Maine,Winslow,Joe Biden,D,2184,False
Maine,Winthrop,Joe Biden,D,1963,True
Maine,Winthrop,Donald Trump,R,1649,False
Maine,Appleton,Joe Biden,D,478,True
Maine,Appleton,Donald Trump,R,407,False
Maine,Camden,Joe Biden,D,2931,True
Maine,Camden,Donald Trump,R,832,False
Maine,Cushing,Donald Trump,R,520,True
Maine,Cushing,Joe Biden,D,424,False
Maine,Friendship,Donald Trump,R,477,True
Maine,Friendship,Joe Biden,D,309,False
Maine,Hope,Joe Biden,D,653,True
Maine,Hope,Donald Trump,R,443,False
Maine,Isle Au Haut,Joe Biden,D,54,True
Maine,Isle Au Haut,Donald Trump,R,9,False
Maine,Matinicus Isle Plt.,Joe Biden,D,36,True
Maine,Matinicus Isle Plt.,Donald Trump,R,14,False
Maine,North Haven,Joe Biden,D,221,True
Maine,North Haven,Donald Trump,R,85,False
Maine,Owl's Head,Joe Biden,D,584,True
Maine,Owl's Head,Donald Trump,R,454,False
Maine,Rockland,Joe Biden,D,2493,True
Maine,Rockland,Donald Trump,R,1363,False
Maine,Rockport,Joe Biden,D,1694,True
Maine,Rockport,Donald Trump,R,776,False
Maine,St. George,Joe Biden,D,1108,True
Maine,St. George,Donald Trump,R,663,False
Maine,South Thomaston,Joe Biden,D,574,True
Maine,South Thomaston,Donald Trump,R,403,False
Maine,Thomaston,Joe Biden,D,960,True
Maine,Thomaston,Donald Trump,R,664,False
Maine,Union,Donald Trump,R,786,True
Maine,Union,Joe Biden,D,726,False
Maine,Vinalhaven,Joe Biden,D,531,True
Maine,Vinalhaven,Donald Trump,R,287,False
Maine,Warren,Donald Trump,R,1259,True
Maine,Warren,Joe Biden,D,919,False
Maine,Washington,Donald Trump,R,540,True
Maine,Washington,Joe Biden,D,415,False
Maine,Alna,Joe Biden,D,320,True
Maine,Alna,Donald Trump,R,174,False
Maine,Boothbay,Joe Biden,D,1229,True
Maine,Boothbay,Donald Trump,R,922,False
Maine,Boothbay Harbor,Joe Biden,D,814,True
Maine,Boothbay Harbor,Donald Trump,R,545,False
Maine,Bremen,Joe Biden,D,367,True
Maine,Bremen,Donald Trump,R,185,False
Maine,Bristol,Joe Biden,D,1275,True
Maine,Bristol,Donald Trump,R,808,False
Maine,Damariscotta,Joe Biden,D,980,True
Maine,Damariscotta,Donald Trump,R,463,False
Maine,Dresden,Donald Trump,R,580,True
Maine,Dresden,Joe Biden,D,542,False
Maine,Edgecomb,Joe Biden,D,510,True
Maine,Edgecomb,Donald Trump,R,348,False
Maine,Jefferson,Donald Trump,R,951,True
Maine,Jefferson,Joe Biden,D,679,False
Maine,Monhegan Plt.,Joe Biden,D,51,True
Maine,Monhegan Plt.,Donald Trump,R,7,False
Maine,Newcastle,Joe Biden,D,923,True
Maine,Newcastle,Donald Trump,R,403,False
Maine,Nobleboro,Joe Biden,D,729,True
Maine,Nobleboro,Donald Trump,R,559,False
Maine,Somerville,Donald Trump,R,213,True
Maine,Somerville,Joe Biden,D,131,False
Maine,South Bristol,Joe Biden,D,429,True
Maine,South Bristol,Donald Trump,R,261,False
Maine,Southport,Joe Biden,D,306,True
Maine,Southport,Donald Trump,R,173,False
Maine,Waldoboro,Donald Trump,R,1568,True
Maine,Waldoboro,Joe Biden,D,1294,False
Maine,Westport,Joe Biden,D,303,True
Maine,Westport,Donald Trump,R,231,False
Maine,Whitefield,Donald Trump,R,753,True
Maine,Whitefield,Joe Biden,D,688,False
Maine,Wiscasset,Joe Biden,D,1114,True
Maine,Wiscasset,Donald Trump,R,1112,False
Maine,Andover,Donald Trump,R,293,True
Maine,Andover,Joe Biden,D,223,False
Maine,Bethel,Joe Biden,D,1006,True
Maine,Bethel,Donald Trump,R,749,False
Maine,Brownfield,Joe Biden,D,468,True
Maine,Brownfield,Donald Trump,R,466,False
Maine,Buckfield,Donald Trump,R,636,True
Maine,Buckfield,Joe Biden,D,436,False
Maine,Byron,Donald Trump,R,58,True
Maine,Byron,Joe Biden,D,31,False
Maine,Canton,Donald Trump,R,374,True
Maine,Canton,Joe Biden,D,154,False
Maine,Denmark,Joe Biden,D,404,True
Maine,Denmark,Donald Trump,R,392,False
Maine,Dixfield,Donald Trump,R,803,True
Maine,Dixfield,Joe Biden,D,460,False
Maine,Fryeburg,Joe Biden,D,1060,True
Maine,Fryeburg,Donald Trump,R,813,False
Maine,Gilead,Donald Trump,R,66,True
Maine,Gilead,Joe Biden,D,48,False
Maine,Greenwood,Joe Biden,D,278,True
Maine,Greenwood,Donald Trump,R,242,False
Maine,Hanover,Joe Biden,D,101,True
Maine,Hanover,Donald Trump,R,92,False
Maine,Hartford,Donald Trump,R,428,True
Maine,Hartford,Joe Biden,D,278,False
Maine,Hebron,Donald Trump,R,427,True
Maine,Hebron,Joe Biden,D,323,False
Maine,Hiram,Donald Trump,R,528,True
Maine,Hiram,Joe Biden,D,373,False
Maine,Lincoln Plt.,Donald Trump,R,20,True
Maine,Lincoln Plt.,Joe Biden,D,12,False
Maine,Lovell,Joe Biden,D,399,True
Maine,Lovell,Donald Trump,R,353,False
Maine,Magalloway Plt.,Donald Trump,R,10,True
Maine,Magalloway Plt.,Joe Biden,D,6,False
Maine,Mexico,Donald Trump,R,676,True
Maine,Mexico,Joe Biden,D,556,False
Maine,Newry,Joe Biden,D,163,True
Maine,Newry,Donald Trump,R,119,False
Maine,Norway,Joe Biden,D,1400,True
Maine,Norway,Donald Trump,R,1363,False
Maine,Otisfield,Donald Trump,R,605,True
Maine,Otisfield,Joe Biden,D,535,False
Maine,Oxford,Donald Trump,R,1456,True
Maine,Oxford,Joe Biden,D,807,False
Maine,Paris,Donald Trump,R,1494,True
Maine,Paris,Joe Biden,D,1280,False
Maine,Peru,Donald Trump,R,561,True
Maine,Peru,Joe Biden,D,322,False
Maine,Porter,Donald Trump,R,521,True
Maine,Porter,Joe Biden,D,328,False
Maine,Roxbury,Donald Trump,R,147,True
Maine,Roxbury,Joe Biden,D,89,False
Maine,Rumford,Donald Trump,R,1502,True
Maine,Rumford,Joe Biden,D,1275,False
Maine,Stoneham,Donald Trump,R,102,True
Maine,Stoneham,Joe Biden,D,83,False
Maine,Stow,Joe Biden,D,126,True
Maine,Stow,Donald Trump,R,121,False
Maine,Sumner,Donald Trump,R,324,True
Maine,Sumner,Joe Biden,D,206,False
Maine,Sweden,Joe Biden,D,165,True
Maine,Sweden,Donald Trump,R,108,False
Maine,Upton,Donald Trump,R,47,True
Maine,Upton,Joe Biden,D,16,False
Maine,Waterford,Donald Trump,R,557,True
Maine,Waterford,Joe Biden,D,452,False
Maine,West Paris,Donald Trump,R,552,True
Maine,West Paris,Joe Biden,D,372,False
Maine,Woodstock,Donald Trump,R,534,True
Maine,Woodstock,Joe Biden,D,368,False
Maine,Alton,Donald Trump,R,293,True
Maine,Alton,Joe Biden,D,169,False
Maine,Bangor,Joe Biden,D,9452,True
Maine,Bangor,Donald Trump,R,6065,False
Maine,Bradford,Donald Trump,R,485,True
Maine,Bradford,Joe Biden,D,188,False
Maine,Bradley,Donald Trump,R,485,True
Maine,Bradley,Joe Biden,D,378,False
Maine,Brewer,Donald Trump,R,2568,True
Maine,Brewer,Joe Biden,D,2533,False
Maine,Burlington,Donald Trump,R,145,True
Maine,Burlington,Joe Biden,D,56,False
Maine,Carmel,Donald Trump,R,1183,True
Maine,Carmel,Joe Biden,D,560,False
Maine,Carroll Plt.,Donald Trump,R,73,True
Maine,Carroll Plt.,Joe Biden,D,14,False
Maine,Charleston,Donald Trump,R,580,True
Maine,Charleston,Joe Biden,D,164,False
Maine,Chester,Donald Trump,R,261,True
Maine,Chester,Joe Biden,D,61,False
Maine,Clifton,Donald Trump,R,324,True
Maine,Clifton,Joe Biden,D,187,False
Maine,Corinna,Donald Trump,R,847,True
Maine,Corinna,Joe Biden,D,363,False
Maine,Corinth,Donald Trump,R,1147,True
Maine,Corinth,Joe Biden,D,390,False
Maine,Dexter,Donald Trump,R,1169,True
Maine,Dexter,Joe Biden,D,617,False
Maine,Dixmont,Donald Trump,R,446,True
Maine,Dixmont,Joe Biden,D,265,False
Maine,Drew Plt.,Donald Trump,R,13,True
Maine,Drew Plt.,Joe Biden,D,5,False
Maine,East Millinocket,Donald Trump,R,567,True
Maine,East Millinocket,Joe Biden,D,370,False
Maine,Eddington,Donald Trump,R,903,True
Maine,Eddington,Joe Biden,D,503,False
Maine,Edinburg,Donald Trump,R,66,True
Maine,Edinburg,Joe Biden,D,36,False
Maine,Enfield,Donald Trump,R,585,True
Maine,Enfield,Joe Biden,D,279,False
Maine,Etna,Donald Trump,R,495,True
Maine,Etna,Joe Biden,D,216,False
Maine,Exeter,Donald Trump,R,366,True
Maine,Exeter,Joe Biden,D,190,False
Maine,Garland,Donald Trump,R,409,True
Maine,Garland,Joe Biden,D,177,False
Maine,Glenburn,Donald Trump,R,1612,True
Maine,Glenburn,Joe Biden,D,1108,False
Maine,Greenbush,Donald Trump,R,499,True
Maine,Greenbush,Joe Biden,D,193,False
Maine,Hampden,Joe Biden,D,2451,True
Maine,Hampden,Donald Trump,R,2265,False
Maine,Hermon,Donald Trump,R,2427,True
Maine,Hermon,Joe Biden,D,1447,False
Maine,Holden,Donald Trump,R,1200,True
Maine,Holden,Joe Biden,D,871,False
Maine,Howland,Donald Trump,R,390,True
Maine,Howland,Joe Biden,D,221,False
Maine,Hudson,Donald Trump,R,484,True
Maine,Hudson,Joe Biden,D,120,False
Maine,Kenduskeag,Donald Trump,R,514,True
Maine,Kenduskeag,Joe Biden,D,242,False
Maine,LaGrange,Donald Trump,R,248,True
Maine,LaGrange,Joe Biden,D,101,False
Maine,Lakeville,Donald Trump,R,38,True
Maine,Lakeville,Joe Biden,D,29,False
Maine,Lee,Donald Trump,R,350,True
Maine,Lee,Joe Biden,D,140,False
Maine,Levant,Donald Trump,R,1149,True
Maine,Levant,Joe Biden,D,477,False
Maine,Lincoln,Donald Trump,R,1723,True
Maine,Lincoln,Joe Biden,D,813,False
Maine,Lowell,Donald Trump,R,193,True
Maine,Lowell,Joe Biden,D,56,False
Maine,Mattawamkeag,Donald Trump,R,257,True
Maine,Mattawamkeag,Joe Biden,D,120,False
Maine,Maxfield,Donald Trump,R,48,True
Maine,Maxfield,Joe Biden,D,17,False
Maine,Medway,Donald Trump,R,550,True
Maine,Medway,Joe Biden,D,195,False
Maine,Milford,Donald Trump,R,922,True
Maine,Milford,Joe Biden,D,861,False
Maine,Millinocket,Donald Trump,R,1310,True
Maine,Millinocket,Joe Biden,D,1049,False
Maine,Mount Chase,Donald Trump,R,81,True
Maine,Mount Chase,Joe Biden,D,39,False
Maine,Newburgh,Donald Trump,R,599,True
Maine,Newburgh,Joe Biden,D,366,False
Maine,Newport,Donald Trump,R,1118,True
Maine,Newport,Joe Biden,D,584,False
Maine,Old Town,Joe Biden,D,2365,True
Maine,Old Town,Donald Trump,R,1668,False
Maine,Orono,Joe Biden,D,3728,True
Maine,Orono,Donald Trump,R,1200,False
Maine,Orrington,Donald Trump,R,1405,True
Maine,Orrington,Joe Biden,D,1089,False
Maine,Passadumkeag,Donald Trump,R,165,True
Maine,Passadumkeag,Joe Biden,D,55,False
Maine,Patten,Donald Trump,R,362,True
Maine,Patten,Joe Biden,D,149,False
Maine,Plymouth,Donald Trump,R,505,True
Maine,Plymouth,Joe Biden,D,230,False
Maine,Seboeis Plt.,Joe Biden,D,22,True
Maine,Seboeis Plt.,Donald Trump,R,19,False
Maine,Springfield,Donald Trump,R,135,True
Maine,Springfield,Joe Biden,D,26,False
Maine,Stacyville,Donald Trump,R,169,True
Maine,Stacyville,Joe Biden,D,38,False
Maine,Stetson,Donald Trump,R,524,True
Maine,Stetson,Joe Biden,D,217,False
Maine,Veazie,Joe Biden,D,646,True
Maine,Veazie,Donald Trump,R,525,False
Maine,Webster Plt.,Donald Trump,R,33,True
Maine,Webster Plt.,Joe Biden,D,9,False
Maine,Winn,Donald Trump,R,145,True
Maine,Winn,Joe Biden,D,60,False
Maine,Woodville,Donald Trump,R,116,True
Maine,Woodville,Joe Biden,D,19,False
Maine,Abbot,Donald Trump,R,288,True
Maine,Abbot,Joe Biden,D,121,False
Maine,Atkinson,Donald Trump,R,122,True
Maine,Atkinson,Joe Biden,D,49,False
Maine,Beaver Cove,Donald Trump,R,60,True
Maine,Beaver Cove,Joe Biden,D,59,False
Maine,Bowerbank,Donald Trump,R,76,True
Maine,Bowerbank,Joe Biden,D,41,False
Maine,Brownville,Donald Trump,R,467,True
Maine,Brownville,Joe Biden,D,280,False
Maine,Dover-Foxcroft,Donald Trump,R,1356,True
Maine,Dover-Foxcroft,Joe Biden,D,914,False
Maine,Greenville,Donald Trump,R,644,True
Maine,Greenville,Joe Biden,D,486,False
Maine,Guilford,Donald Trump,R,466,True
Maine,Guilford,Joe Biden,D,248,False
Maine,Kingsbury Plt.,Joe Biden,D,0,True
Maine,Kingsbury Plt.,Donald Trump,R,0,False
Maine,Lake View Plt.,Donald Trump,R,71,True
Maine,Lake View Plt.,Joe Biden,D,40,False
Maine,Medford,Donald Trump,R,112,True
Maine,Medford,Joe Biden,D,46,False
Maine,Milo,Donald Trump,R,781,True
Maine,Milo,Joe Biden,D,410,False
Maine,Monson,Donald Trump,R,289,True
Maine,Monson,Joe Biden,D,173,False
Maine,Parkman,Donald Trump,R,333,True
Maine,Parkman,Joe Biden,D,148,False
Maine,Sangerville,Donald Trump,R,479,True
Maine,Sangerville,Joe Biden,D,255,False
Maine,Sebec,Donald Trump,R,305,True
Maine,Sebec,Joe Biden,D,117,False
Maine,Shirley,Donald Trump,R,96,True
Maine,Shirley,Joe Biden,D,34,False
Maine,Wellington,Donald Trump,R,67,True
Maine,Wellington,Joe Biden,D,50,False
Maine,Willimantic,Donald Trump,R,70,True
Maine,Willimantic,Joe Biden,D,20,False
Maine,Arrowsic,Joe Biden,D,260,True
Maine,Arrowsic,Donald Trump,R,104,False
Maine,Bath,Joe Biden,D,3421,True
Maine,Bath,Donald Trump,R,1540,False
Maine,Bowdoin,Donald Trump,R,1079,True
Maine,Bowdoin,Joe Biden,D,755,False
