state,county,candidate,Party,votes,won
New Hampshire,Gilford,Dan Feltes,D,1372,False
New Hampshire,Gilmanton,Chris Sununu,R,1808,True
New Hampshire,Gilmanton,Dan Feltes,D,622,False
New Hampshire,Laconia,Chris Sununu,R,6426,True
New Hampshire,Laconia,Dan Feltes,D,2329,False
New Hampshire,Meredith,Chris Sununu,R,3137,True
New Hampshire,Meredith,Dan Feltes,D,1185,False
New Hampshire,New Hampton,Chris Sununu,R,1065,True
New Hampshire,New Hampton,Dan Feltes,D,440,False
New Hampshire,Sanbornton,Chris Sununu,R,1432,True
New Hampshire,Sanbornton,Dan Feltes,D,558,False
New Hampshire,Tilton,Chris Sununu,R,1451,True
New Hampshire,Tilton,Dan Feltes,D,529,False
New Hampshire,Albany,Chris Sununu,R,276,True
New Hampshire,Albany,Dan Feltes,D,162,False
New Hampshire,Bartlett,Chris Sununu,R,1232,True
New Hampshire,Bartlett,Dan Feltes,D,896,False
New Hampshire,Brookfield,Chris Sununu,R,400,True
New Hampshire,Brookfield,Dan Feltes,D,128,False
New Hampshire,Chatham,Chris Sununu,R,164,True
New Hampshire,Chatham,Dan Feltes,D,76,False
New Hampshire,Conway,Chris Sununu,R,3657,True
New Hampshire,Conway,Dan Feltes,D,2122,False
New Hampshire,Eaton,Chris Sununu,R,172,True
New Hampshire,Eaton,Dan Feltes,D,129,False
New Hampshire,Effingham,Chris Sununu,R,640,True
New Hampshire,Effingham,Dan Feltes,D,271,False
New Hampshire,Freedom,Chris Sununu,R,732,True
New Hampshire,Freedom,Dan Feltes,D,333,False
New Hampshire,Harts Location,Chris Sununu,R,26,True
New Hampshire,Harts Location,Dan Feltes,D,17,False
New Hampshire,Jackson,Dan Feltes,D,424,True
New Hampshire,Jackson,Chris Sununu,R,328,False
New Hampshire,Madison,Chris Sununu,R,1073,True
New Hampshire,Madison,Dan Feltes,D,595,False
New Hampshire,Moultonborough,Chris Sununu,R,2739,True
New Hampshire,Moultonborough,Dan Feltes,D,855,False
New Hampshire,Ossipee,Chris Sununu,R,1858,True
New Hampshire,Ossipee,Dan Feltes,D,567,False
New Hampshire,Sandwich,Chris Sununu,R,584,True
New Hampshire,Sandwich,Dan Feltes,D,526,False
New Hampshire,Tamworth,Chris Sununu,R,1094,True
New Hampshire,Tamworth,Dan Feltes,D,644,False
New Hampshire,Tuftonboro,Chris Sununu,R,1387,True
New Hampshire,Tuftonboro,Dan Feltes,D,493,False
New Hampshire,Wakefield,Chris Sununu,R,2539,True
New Hampshire,Wakefield,Dan Feltes,D,724,False
New Hampshire,Wolfeboro,Chris Sununu,R,3218,True
New Hampshire,Wolfeboro,Dan Feltes,D,1466,False
New Hampshire,Alstead,Chris Sununu,R,649,True
New Hampshire,Alstead,Dan Feltes,D,501,False
New Hampshire,Chesterfield,Chris Sununu,R,1282,True
New Hampshire,Chesterfield,Dan Feltes,D,1052,False
New Hampshire,Dublin,Chris Sununu,R,588,True
New Hampshire,Dublin,Dan Feltes,D,492,False
New Hampshire,Fitzwilliam,Chris Sununu,R,834,True
New Hampshire,Fitzwilliam,Dan Feltes,D,442,False
New Hampshire,Gilsum,Chris Sununu,R,337,True
New Hampshire,Gilsum,Dan Feltes,D,160,False
New Hampshire,Harrisville,Dan Feltes,D,433,True
New Hampshire,Harrisville,Chris Sununu,R,315,False
New Hampshire,Hinsdale,Chris Sununu,R,1099,True
New Hampshire,Hinsdale,Dan Feltes,D,713,False
New Hampshire,Jaffrey,Chris Sununu,R,1902,True
New Hampshire,Jaffrey,Dan Feltes,D,1055,False
New Hampshire,Keene,Dan Feltes,D,6497,True
New Hampshire,Keene,Chris Sununu,R,5966,False
New Hampshire,Marlborough,Chris Sununu,R,683,True
New Hampshire,Marlborough,Dan Feltes,D,540,False
New Hampshire,Marlow,Chris Sununu,R,284,True
New Hampshire,Marlow,Dan Feltes,D,196,False
New Hampshire,Nelson,Dan Feltes,D,223,True
New Hampshire,Nelson,Chris Sununu,R,208,False
New Hampshire,Richmond,Chris Sununu,R,485,True
New Hampshire,Richmond,Dan Feltes,D,198,False
New Hampshire,Rindge,Chris Sununu,R,2579,True
New Hampshire,Rindge,Dan Feltes,D,930,False
New Hampshire,Roxbury,Dan Feltes,D,71,True
New Hampshire,Roxbury,Chris Sununu,R,63,False
New Hampshire,Stoddard,Chris Sununu,R,554,True
New Hampshire,Stoddard,Dan Feltes,D,353,False
New Hampshire,Sullivan,Chris Sununu,R,248,True
New Hampshire,Sullivan,Dan Feltes,D,139,False
New Hampshire,Surry,Chris Sununu,R,340,True
New Hampshire,Surry,Dan Feltes,D,207,False
New Hampshire,Swanzey,Chris Sununu,R,2404,True
New Hampshire,Swanzey,Dan Feltes,D,1295,False
New Hampshire,Troy,Chris Sununu,R,754,True
New Hampshire,Troy,Dan Feltes,D,319,False
New Hampshire,Walpole,Chris Sununu,R,1282,True
New Hampshire,Walpole,Dan Feltes,D,998,False
New Hampshire,Westmoreland,Chris Sununu,R,630,True
New Hampshire,Westmoreland,Dan Feltes,D,467,False
New Hampshire,Winchester,Chris Sununu,R,1222,True
New Hampshire,Winchester,Dan Feltes,D,692,False
New Hampshire,Berlin,Chris Sununu,R,2547,True
New Hampshire,Berlin,Dan Feltes,D,1381,False
New Hampshire,Carroll,Chris Sununu,R,371,True
New Hampshire,Carroll,Dan Feltes,D,159,False
New Hampshire,Clarksville,Chris Sununu,R,132,True
New Hampshire,Clarksville,Dan Feltes,D,39,False
New Hampshire,Colebrook,Chris Sununu,R,808,True
New Hampshire,Colebrook,Dan Feltes,D,239,False
New Hampshire,Columbia,Chris Sununu,R,287,True
New Hampshire,Columbia,Dan Feltes,D,70,False
New Hampshire,Dalton,Chris Sununu,R,371,True
New Hampshire,Dalton,Dan Feltes,D,138,False
New Hampshire,Dixville,Chris Sununu,R,4,True
New Hampshire,Dixville,Dan Feltes,D,1,False
New Hampshire,Dummer,Chris Sununu,R,128,True
New Hampshire,Dummer,Dan Feltes,D,53,False
New Hampshire,Errol,Chris Sununu,R,190,True
New Hampshire,Errol,Dan Feltes,D,29,False
New Hampshire,Gorham,Chris Sununu,R,1066,True
New Hampshire,Gorham,Dan Feltes,D,566,False
New Hampshire,Jefferson,Chris Sununu,R,489,True
New Hampshire,Jefferson,Dan Feltes,D,162,False
New Hampshire,Lancaster,Chris Sununu,R,1189,True
New Hampshire,Lancaster,Dan Feltes,D,490,False
New Hampshire,Milan,Chris Sununu,R,578,True
New Hampshire,Milan,Dan Feltes,D,204,False
New Hampshire,Millsfield,Chris Sununu,R,22,True
New Hampshire,Millsfield,Dan Feltes,D,0,False
New Hampshire,Northumberland,Chris Sununu,R,795,True
New Hampshire,Northumberland,Dan Feltes,D,237,False
New Hampshire,Pittsburg,Chris Sununu,R,474,True
New Hampshire,Pittsburg,Dan Feltes,D,66,False
New Hampshire,Randolph,Chris Sununu,R,143,True
New Hampshire,Randolph,Dan Feltes,D,128,False
New Hampshire,Shelburne,Chris Sununu,R,160,True
New Hampshire,Shelburne,Dan Feltes,D,85,False
New Hampshire,Stark,Chris Sununu,R,227,True
New Hampshire,Stark,Dan Feltes,D,61,False
New Hampshire,Stewartstown,Chris Sununu,R,326,True
New Hampshire,Stewartstown,Dan Feltes,D,65,False
New Hampshire,Stratford,Chris Sununu,R,199,True
New Hampshire,Stratford,Dan Feltes,D,90,False
New Hampshire,Wentworth's Location,Chris Sununu,R,15,True
New Hampshire,Wentworth's Location,Dan Feltes,D,3,False
New Hampshire,Whitefield,Chris Sununu,R,888,True
New Hampshire,Whitefield,Dan Feltes,D,400,False
New Hampshire,Alexandria,Chris Sununu,R,775,True
New Hampshire,Alexandria,Dan Feltes,D,267,False
New Hampshire,Ashland,Chris Sununu,R,792,True
New Hampshire,Ashland,Dan Feltes,D,382,False
New Hampshire,Bath,Chris Sununu,R,431,True
New Hampshire,Bath,Dan Feltes,D,171,False
New Hampshire,Benton,Chris Sununu,R,179,True
New Hampshire,Benton,Dan Feltes,D,46,False
New Hampshire,Bethlehem,Chris Sununu,R,910,True
New Hampshire,Bethlehem,Dan Feltes,D,694,False
New Hampshire,Bridgewater,Chris Sununu,R,607,True
New Hampshire,Bridgewater,Dan Feltes,D,231,False
New Hampshire,Bristol,Chris Sununu,R,1317,True
New Hampshire,Bristol,Dan Feltes,D,495,False
New Hampshire,Campton,Chris Sununu,R,1358,True
New Hampshire,Campton,Dan Feltes,D,713,False
New Hampshire,Canaan,Chris Sununu,R,1291,True
New Hampshire,Canaan,Dan Feltes,D,741,False
New Hampshire,Dorchester,Chris Sununu,R,153,True
New Hampshire,Dorchester,Dan Feltes,D,71,False
New Hampshire,Easton,Dan Feltes,D,127,True
New Hampshire,Easton,Chris Sununu,R,98,False
New Hampshire,Ellsworth,Chris Sununu,R,43,True
New Hampshire,Ellsworth,Dan Feltes,D,32,False
New Hampshire,Enfield,Chris Sununu,R,1513,True
New Hampshire,Enfield,Dan Feltes,D,1184,False
New Hampshire,Franconia,Chris Sununu,R,418,True
New Hampshire,Franconia,Dan Feltes,D,379,False
New Hampshire,Grafton,Chris Sununu,R,544,True
New Hampshire,Grafton,Dan Feltes,D,213,False
New Hampshire,Groton,Chris Sununu,R,277,True
New Hampshire,Groton,Dan Feltes,D,90,False
New Hampshire,Hanover,Dan Feltes,D,5020,True
New Hampshire,Hanover,Chris Sununu,R,1742,False
New Hampshire,Haverhill,Chris Sununu,R,1516,True
New Hampshire,Haverhill,Dan Feltes,D,560,False
New Hampshire,Hebron,Chris Sununu,R,390,True
New Hampshire,Hebron,Dan Feltes,D,122,False
New Hampshire,Holderness,Chris Sununu,R,843,True
New Hampshire,Holderness,Dan Feltes,D,618,False
New Hampshire,Landaff,Chris Sununu,R,178,True
New Hampshire,Landaff,Dan Feltes,D,79,False
New Hampshire,Lebanon,Dan Feltes,D,4335,True
New Hampshire,Lebanon,Chris Sununu,R,3394,False
New Hampshire,Lincoln,Chris Sununu,R,630,True
New Hampshire,Lincoln,Dan Feltes,D,265,False
New Hampshire,Lisbon,Chris Sununu,R,553,True
New Hampshire,Lisbon,Dan Feltes,D,223,False
New Hampshire,Littleton,Chris Sununu,R,2130,True
New Hampshire,Littleton,Dan Feltes,D,925,False
New Hampshire,Lyman,Chris Sununu,R,252,True
New Hampshire,Lyman,Dan Feltes,D,118,False
New Hampshire,Lyme,Dan Feltes,D,869,True
New Hampshire,Lyme,Chris Sununu,R,397,False
New Hampshire,Monroe,Chris Sununu,R,378,True
New Hampshire,Monroe,Dan Feltes,D,148,False
New Hampshire,Orange,Chris Sununu,R,127,True
New Hampshire,Orange,Dan Feltes,D,57,False
New Hampshire,Orford,Chris Sununu,R,415,True
New Hampshire,Orford,Dan Feltes,D,399,False
New Hampshire,Piermont,Chris Sununu,R,282,True
New Hampshire,Piermont,Dan Feltes,D,151,False
New Hampshire,Plymouth,Chris Sununu,R,1690,True
New Hampshire,Plymouth,Dan Feltes,D,1530,False
New Hampshire,Rumney,Chris Sununu,R,644,True
New Hampshire,Rumney,Dan Feltes,D,281,False
New Hampshire,Sugar Hill,Chris Sununu,R,247,True
New Hampshire,Sugar Hill,Dan Feltes,D,231,False
New Hampshire,Thornton,Chris Sununu,R,1087,True
New Hampshire,Thornton,Dan Feltes,D,573,False
New Hampshire,Warren,Chris Sununu,R,339,True
New Hampshire,Warren,Dan Feltes,D,123,False
New Hampshire,Waterville,Chris Sununu,R,222,True
New Hampshire,Waterville,Dan Feltes,D,142,False
New Hampshire,Wentworth,Chris Sununu,R,444,True
New Hampshire,Wentworth,Dan Feltes,D,155,False
New Hampshire,Woodstock,Chris Sununu,R,568,True
New Hampshire,Woodstock,Dan Feltes,D,263,False
New Hampshire,Amherst,Chris Sununu,R,4960,True
New Hampshire,Amherst,Dan Feltes,D,2913,False
New Hampshire,Antrim,Chris Sununu,R,1006,True
New Hampshire,Antrim,Dan Feltes,D,535,False
New Hampshire,Bedford,Chris Sununu,R,10493,True
New Hampshire,Bedford,Dan Feltes,D,4077,False
New Hampshire,Bennington,Chris Sununu,R,521,True
New Hampshire,Bennington,Dan Feltes,D,279,False
New Hampshire,Brookline,Chris Sununu,R,2445,True
New Hampshire,Brookline,Dan Feltes,D,1101,False
New Hampshire,Deering,Chris Sununu,R,836,True
New Hampshire,Deering,Dan Feltes,D,292,False
New Hampshire,Francestown,Chris Sununu,R,706,True
New Hampshire,Francestown,Dan Feltes,D,400,False
New Hampshire,Goffstown,Chris Sununu,R,7284,True
New Hampshire,Goffstown,Dan Feltes,D,2714,False
New Hampshire,Greenfield,Chris Sununu,R,636,True
New Hampshire,Greenfield,Dan Feltes,D,357,False
New Hampshire,Greenville,Chris Sununu,R,721,True
New Hampshire,Greenville,Dan Feltes,D,305,False
New Hampshire,Hancock,Dan Feltes,D,658,True
New Hampshire,Hancock,Chris Sununu,R,605,False
New Hampshire,Hillsborough,Chris Sununu,R,2214,True
New Hampshire,Hillsborough,Dan Feltes,D,955,False
New Hampshire,Hollis,Chris Sununu,R,3582,True
New Hampshire,Hollis,Dan Feltes,D,2005,False
New Hampshire,Hudson,Chris Sununu,R,10546,True
New Hampshire,Hudson,Dan Feltes,D,3726,False
New Hampshire,Litchfield,Chris Sununu,R,4064,True
New Hampshire,Litchfield,Dan Feltes,D,1210,False
New Hampshire,Lyndeborough,Chris Sununu,R,742,True
New Hampshire,Lyndeborough,Dan Feltes,D,370,False
New Hampshire,Manchester,Chris Sununu,R,32454,True
New Hampshire,Manchester,Dan Feltes,D,16609,False
New Hampshire,Mason,Chris Sununu,R,672,True
New Hampshire,Mason,Dan Feltes,D,253,False
New Hampshire,Merrimack,Chris Sununu,R,11474,True
New Hampshire,Merrimack,Dan Feltes,D,4835,False
New Hampshire,Milford,Chris Sununu,R,6121,True
New Hampshire,Milford,Dan Feltes,D,2609,False
New Hampshire,Mont Vernon,Chris Sununu,R,1062,True
New Hampshire,Mont Vernon,Dan Feltes,D,673,False
New Hampshire,Nashua,Chris Sununu,R,26741,True
New Hampshire,Nashua,Dan Feltes,D,17056,False
New Hampshire,New Boston,Chris Sununu,R,2737,True
New Hampshire,New Boston,Dan Feltes,D,1102,False
New Hampshire,New Ipswich,Chris Sununu,R,2479,True
New Hampshire,New Ipswich,Dan Feltes,D,586,False
New Hampshire,Pelham,Chris Sununu,R,6609,True
New Hampshire,Pelham,Dan Feltes,D,2020,False
New Hampshire,Peterborough,Dan Feltes,D,2355,True
New Hampshire,Peterborough,Chris Sununu,R,1906,False
New Hampshire,Sharon,Chris Sununu,R,161,True
New Hampshire,Sharon,Dan Feltes,D,107,False
New Hampshire,Temple,Chris Sununu,R,574,True
New Hampshire,Temple,Dan Feltes,D,360,False
New Hampshire,Weare,Chris Sununu,R,4174,True
New Hampshire,Weare,Dan Feltes,D,1248,False
New Hampshire,Wilton,Chris Sununu,R,1528,True
New Hampshire,Wilton,Dan Feltes,D,881,False
New Hampshire,Windsor,Chris Sununu,R,100,True
New Hampshire,Windsor,Dan Feltes,D,23,False
New Hampshire,Allenstown,Chris Sununu,R,1674,True
New Hampshire,Allenstown,Dan Feltes,D,556,False
New Hampshire,Andover,Chris Sununu,R,945,True
New Hampshire,Andover,Dan Feltes,D,623,False
New Hampshire,Boscawen,Chris Sununu,R,1427,True
New Hampshire,Boscawen,Dan Feltes,D,557,False
New Hampshire,Bow,Chris Sununu,R,3436,True
New Hampshire,Bow,Dan Feltes,D,2031,False
New Hampshire,Bradford,Chris Sununu,R,674,True
New Hampshire,Bradford,Dan Feltes,D,363,False
New Hampshire,Canterbury,Chris Sununu,R,993,True
New Hampshire,Canterbury,Dan Feltes,D,707,False
New Hampshire,Chichester,Chris Sununu,R,1249,True
New Hampshire,Chichester,Dan Feltes,D,451,False
New Hampshire,Concord,Chris Sununu,R,12245,True
New Hampshire,Concord,Dan Feltes,D,10972,False
New Hampshire,Danbury,Chris Sununu,R,525,True
New Hampshire,Danbury,Dan Feltes,D,182,False
New Hampshire,Dunbarton,Chris Sununu,R,1449,True
New Hampshire,Dunbarton,Dan Feltes,D,547,False
New Hampshire,Epsom,Chris Sununu,R,2228,True
New Hampshire,Epsom,Dan Feltes,D,636,False
New Hampshire,Franklin,Chris Sununu,R,2923,True
New Hampshire,Franklin,Dan Feltes,D,1104,False
New Hampshire,Henniker,Chris Sununu,R,1596,True
New Hampshire,Henniker,Dan Feltes,D,1002,False
New Hampshire,Hill,Chris Sununu,R,486,True
New Hampshire,Hill,Dan Feltes,D,133,False
New Hampshire,Hooksett,Chris Sununu,R,6282,True
New Hampshire,Hooksett,Dan Feltes,D,2159,False
New Hampshire,Hopkinton,Chris Sununu,R,2094,True
New Hampshire,Hopkinton,Dan Feltes,D,2026,False
New Hampshire,Loudon,Chris Sununu,R,2763,True
New Hampshire,Loudon,Dan Feltes,D,890,False
New Hampshire,Newbury,Chris Sununu,R,1087,True
New Hampshire,Newbury,Dan Feltes,D,543,False
New Hampshire,New London,Chris Sununu,R,1710,True
New Hampshire,New London,Dan Feltes,D,1390,False
New Hampshire,Northfield,Chris Sununu,R,1912,True
New Hampshire,Northfield,Dan Feltes,D,666,False
New Hampshire,Pembroke,Chris Sununu,R,2948,True
New Hampshire,Pembroke,Dan Feltes,D,1302,False
New Hampshire,Pittsfield,Chris Sununu,R,1588,True
New Hampshire,Pittsfield,Dan Feltes,D,455,False
New Hampshire,Salisbury,Chris Sununu,R,656,True
New Hampshire,Salisbury,Dan Feltes,D,249,False
New Hampshire,Sutton,Chris Sununu,R,815,True
New Hampshire,Sutton,Dan Feltes,D,520,False
New Hampshire,Warner,Chris Sununu,R,1144,True
New Hampshire,Warner,Dan Feltes,D,760,False
New Hampshire,Webster,Chris Sununu,R,861,True
New Hampshire,Webster,Dan Feltes,D,357,False
New Hampshire,Wilmot,Chris Sununu,R,556,True
New Hampshire,Wilmot,Dan Feltes,D,391,False
New Hampshire,Atkinson,Chris Sununu,R,3749,True
New Hampshire,Atkinson,Dan Feltes,D,1283,False
New Hampshire,Auburn,Chris Sununu,R,3058,True
New Hampshire,Auburn,Dan Feltes,D,778,False
New Hampshire,Brentwood,Chris Sununu,R,1945,True
New Hampshire,Brentwood,Dan Feltes,D,893,False
New Hampshire,Candia,Chris Sununu,R,2143,True
New Hampshire,Candia,Dan Feltes,D,568,False
New Hampshire,Chester,Chris Sununu,R,2562,True
New Hampshire,Chester,Dan Feltes,D,820,False
New Hampshire,Danville,Chris Sununu,R,2106,True
New Hampshire,Danville,Dan Feltes,D,621,False
New Hampshire,Deerfield,Chris Sununu,R,2338,True
New Hampshire,Deerfield,Dan Feltes,D,808,False
New Hampshire,Derry,Chris Sununu,R,12519,True
New Hampshire,Derry,Dan Feltes,D,4967,False
New Hampshire,East Kingston,Chris Sununu,R,1194,True
New Hampshire,East Kingston,Dan Feltes,D,449,False
New Hampshire,Epping,Chris Sununu,R,3106,True
New Hampshire,Epping,Dan Feltes,D,1146,False
New Hampshire,Exeter,Chris Sununu,R,5443,True
New Hampshire,Exeter,Dan Feltes,D,4660,False
New Hampshire,Fremont,Chris Sununu,R,2154,True
New Hampshire,Fremont,Dan Feltes,D,635,False
New Hampshire,Greenland,Chris Sununu,R,1855,True
New Hampshire,Greenland,Dan Feltes,D,1009,False
New Hampshire,Hampstead,Chris Sununu,R,4361,True
New Hampshire,Hampstead,Dan Feltes,D,1403,False
New Hampshire,Hampton,Chris Sununu,R,7674,True
New Hampshire,Hampton,Dan Feltes,D,3598,False
New Hampshire,Hampton Falls,Chris Sununu,R,1206,True
New Hampshire,Hampton Falls,Dan Feltes,D,469,False
New Hampshire,Kensington,Chris Sununu,R,1001,True
New Hampshire,Kensington,Dan Feltes,D,520,False
New Hampshire,Kingston,Chris Sununu,R,2966,True
New Hampshire,Kingston,Dan Feltes,D,1054,False
New Hampshire,Londonderry,Chris Sununu,R,11303,True
New Hampshire,Londonderry,Dan Feltes,D,4302,False
New Hampshire,New Castle,Chris Sununu,R,508,True
New Hampshire,New Castle,Dan Feltes,D,402,False
New Hampshire,Newfields,Chris Sununu,R,825,True
New Hampshire,Newfields,Dan Feltes,D,414,False
New Hampshire,Newington,Chris Sununu,R,426,True
New Hampshire,Newington,Dan Feltes,D,204,False
New Hampshire,Newmarket,Chris Sununu,R,3150,True
New Hampshire,Newmarket,Dan Feltes,D,2644,False
New Hampshire,Newton,Chris Sununu,R,2123,True
New Hampshire,Newton,Dan Feltes,D,789,False
New Hampshire,North Hampton,Chris Sununu,R,2250,True
New Hampshire,North Hampton,Dan Feltes,D,1158,False
New Hampshire,Northwood,Chris Sununu,R,1967,True
New Hampshire,Northwood,Dan Feltes,D,807,False
New Hampshire,Nottingham,Chris Sununu,R,2381,True
New Hampshire,Nottingham,Dan Feltes,D,1056,False
New Hampshire,Plaistow,Chris Sununu,R,3162,True
New Hampshire,Plaistow,Dan Feltes,D,1296,False
New Hampshire,Portsmouth,Dan Feltes,D,7350,True
New Hampshire,Portsmouth,Chris Sununu,R,6861,False
New Hampshire,Raymond,Chris Sununu,R,4494,True
New Hampshire,Raymond,Dan Feltes,D,1328,False
New Hampshire,Rye,Chris Sununu,R,2638,True
New Hampshire,Rye,Dan Feltes,D,1757,False
New Hampshire,Salem,Chris Sununu,R,13202,True
New Hampshire,Salem,Dan Feltes,D,4289,False
New Hampshire,Sandown,Chris Sununu,R,2919,True
New Hampshire,Sandown,Dan Feltes,D,967,False
New Hampshire,Seabrook,Chris Sununu,R,3665,True
New Hampshire,Seabrook,Dan Feltes,D,1144,False
New Hampshire,South Hampton,Chris Sununu,R,420,True
New Hampshire,South Hampton,Dan Feltes,D,215,False
New Hampshire,Stratham,Chris Sununu,R,3377,True
New Hampshire,Stratham,Dan Feltes,D,2026,False
New Hampshire,Windham,Chris Sununu,R,7241,True
New Hampshire,Windham,Dan Feltes,D,2403,False
New Hampshire,Barrington,Chris Sununu,R,3964,True
New Hampshire,Barrington,Dan Feltes,D,1901,False
New Hampshire,Dover,Chris Sununu,R,10214,True
New Hampshire,Dover,Dan Feltes,D,8411,False
New Hampshire,Durham,Dan Feltes,D,4332,True
New Hampshire,Durham,Chris Sununu,R,3020,False
New Hampshire,Farmington,Chris Sununu,R,2541,True
New Hampshire,Farmington,Dan Feltes,D,789,False
New Hampshire,Lee,Chris Sununu,R,1579,True
New Hampshire,Lee,Dan Feltes,D,1325,False
New Hampshire,Madbury,Chris Sununu,R,697,True
New Hampshire,Madbury,Dan Feltes,D,557,False
New Hampshire,Middleton,Chris Sununu,R,815,True
New Hampshire,Middleton,Dan Feltes,D,210,False
New Hampshire,Milton,Chris Sununu,R,1904,True
New Hampshire,Milton,Dan Feltes,D,552,False
New Hampshire,New Durham,Chris Sununu,R,1411,True
New Hampshire,New Durham,Dan Feltes,D,392,False
New Hampshire,Rochester,Chris Sununu,R,11705,True
New Hampshire,Rochester,Dan Feltes,D,4682,False
New Hampshire,Rollinsford,Chris Sununu,R,1086,True
New Hampshire,Rollinsford,Dan Feltes,D,607,False
New Hampshire,Somersworth,Chris Sununu,R,3708,True
New Hampshire,Somersworth,Dan Feltes,D,2222,False
New Hampshire,Strafford,Chris Sununu,R,1898,True
New Hampshire,Strafford,Dan Feltes,D,811,False
New Hampshire,Acworth,Chris Sununu,R,325,True
New Hampshire,Acworth,Dan Feltes,D,229,False
New Hampshire,Charlestown,Chris Sununu,R,1692,True
New Hampshire,Charlestown,Dan Feltes,D,712,False
New Hampshire,Claremont,Chris Sununu,R,3829,True
New Hampshire,Claremont,Dan Feltes,D,1793,False
New Hampshire,Cornish,Chris Sununu,R,660,True
New Hampshire,Cornish,Dan Feltes,D,468,False
New Hampshire,Croydon,Chris Sununu,R,400,True
New Hampshire,Croydon,Dan Feltes,D,96,False
New Hampshire,Goshen,Chris Sununu,R,349,True
New Hampshire,Goshen,Dan Feltes,D,118,False
New Hampshire,Grantham,Chris Sununu,R,1210,True
New Hampshire,Grantham,Dan Feltes,D,1158,False
New Hampshire,Langdon,Chris Sununu,R,263,True
New Hampshire,Langdon,Dan Feltes,D,139,False
New Hampshire,Lempster,Chris Sununu,R,552,True
New Hampshire,Lempster,Dan Feltes,D,145,False
New Hampshire,Newport,Chris Sununu,R,2332,True
New Hampshire,Newport,Dan Feltes,D,716,False
New Hampshire,Plainfield,Chris Sununu,R,823,True
New Hampshire,Plainfield,Dan Feltes,D,817,False
New Hampshire,Springfield,Chris Sununu,R,569,True
New Hampshire,Springfield,Dan Feltes,D,298,False
New Hampshire,Sunapee,Chris Sununu,R,1617,True
New Hampshire,Sunapee,Dan Feltes,D,764,False
New Hampshire,Unity,Chris Sununu,R,674,True
New Hampshire,Unity,Dan Feltes,D,189,False
New Hampshire,Washington,Chris Sununu,R,577,True
New Hampshire,Washington,Dan Feltes,D,207,False
North Carolina,Alamance County,Dan Forest,R,42918,True
North Carolina,Alamance County,Roy Cooper,D,41979,False
North Carolina,Alexander County,Dan Forest,R,14980,True
North Carolina,Alexander County,Roy Cooper,D,4980,False
North Carolina,Alleghany County,Dan Forest,R,4085,True
North Carolina,Alleghany County,Roy Cooper,D,1929,False
North Carolina,Anson County,Roy Cooper,D,6116,True
North Carolina,Anson County,Dan Forest,R,4977,False
North Carolina,Ashe County,Dan Forest,R,10622,True
North Carolina,Ashe County,Roy Cooper,D,4967,False
North Carolina,Avery County,Dan Forest,R,6894,True
North Carolina,Avery County,Roy Cooper,D,2407,False
North Carolina,Beaufort County,Dan Forest,R,15710,True
North Carolina,Beaufort County,Roy Cooper,D,10291,False
North Carolina,Bertie County,Roy Cooper,D,6080,True
North Carolina,Bertie County,Dan Forest,R,3654,False
North Carolina,Bladen County,Dan Forest,R,9096,True
North Carolina,Bladen County,Roy Cooper,D,7784,False
North Carolina,Brunswick County,Dan Forest,R,51703,True
North Carolina,Brunswick County,Roy Cooper,D,36818,False
North Carolina,Buncombe County,Roy Cooper,D,99395,True
North Carolina,Buncombe County,Dan Forest,R,58153,False
North Carolina,Burke County,Dan Forest,R,28898,True
North Carolina,Burke County,Roy Cooper,D,15028,False
North Carolina,Cabarrus County,Dan Forest,R,59682,True
North Carolina,Cabarrus County,Roy Cooper,D,54665,False
North Carolina,Caldwell County,Dan Forest,R,30234,True
North Carolina,Caldwell County,Roy Cooper,D,11926,False
North Carolina,Camden County,Dan Forest,R,4200,True
North Carolina,Camden County,Roy Cooper,D,1600,False
North Carolina,Carteret County,Dan Forest,R,28689,True
North Carolina,Carteret County,Roy Cooper,D,13293,False
North Carolina,Caswell County,Dan Forest,R,6634,True
North Carolina,Caswell County,Roy Cooper,D,5285,False
North Carolina,Catawba County,Dan Forest,R,53802,True
North Carolina,Catawba County,Roy Cooper,D,28267,False
North Carolina,Chatham County,Roy Cooper,D,28128,True
North Carolina,Chatham County,Dan Forest,R,19937,False
North Carolina,Cherokee County,Dan Forest,R,12349,True
North Carolina,Cherokee County,Roy Cooper,D,3772,False
North Carolina,Chowan County,Dan Forest,R,4308,True
North Carolina,Chowan County,Roy Cooper,D,3399,False
North Carolina,Clay County,Dan Forest,R,4994,True
North Carolina,Clay County,Roy Cooper,D,1761,False
North Carolina,Cleveland County,Dan Forest,R,32031,True
North Carolina,Cleveland County,Roy Cooper,D,18549,False
North Carolina,Columbus County,Dan Forest,R,15713,True
North Carolina,Columbus County,Roy Cooper,D,10309,False
North Carolina,Craven County,Dan Forest,R,29614,True
North Carolina,Craven County,Roy Cooper,D,22436,False
North Carolina,Cumberland County,Roy Cooper,D,88278,True
North Carolina,Cumberland County,Dan Forest,R,55197,False
North Carolina,Currituck County,Dan Forest,R,11293,True
North Carolina,Currituck County,Roy Cooper,D,4382,False
North Carolina,Dare County,Dan Forest,R,13151,True
North Carolina,Dare County,Roy Cooper,D,10485,False
North Carolina,Davidson County,Dan Forest,R,60771,True
North Carolina,Davidson County,Roy Cooper,D,26598,False
