Platform,Party,Max Total Followers,Total Posts,Average Post Favorites/Reactions,Average Post Retweets/Shares
twitter,D,302050.0,4941.0,508,144
twitter,D,29557.0,1524.0,12,5
twitter,D,27936.0,1669.0,37,11
twitter,D,23692.0,2565.0,21,7
twitter,D,28728.0,1040.0,20,5
twitter,D,19435.0,1744.0,35,16
twitter,R,31821.0,902.0,388,142
twitter,D,12717.0,348.0,31,8
twitter,R,40786.0,1144.0,21,6
twitter,R,14633.0,429.0,24,8
twitter,D,34614.0,3629.0,44,15
twitter,R,99874.0,1722.0,182,53
twitter,R,34310.0,20560.0,34,13
twitter,R,584688.0,494.0,1159,284
twitter,R,23821.0,874.0,232,89
twitter,D,34154.0,2119.0,46,16
twitter,D,26462.0,1651.0,33,8
twitter,D,1464357.0,6698.0,8539,2464
twitter,R,25681.0,708.0,166,90
twitter,R,17875.0,1121.0,126,42
twitter,D,11404.0,671.0,12,4
twitter,D,102366.0,582.0,330,82
twitter,R,102706.0,2869.0,566,195
twitter,D,24239.0,4223.0,30,12
twitter,D,55566.0,2831.0,117,30
twitter,D,25689.0,1631.0,250,53
twitter,D,126882.0,3279.0,673,204
twitter,R,53856.0,1452.0,256,67
twitter,D,80262.0,7925.0,197,65
twitter,D,231640.0,4816.0,412,106
twitter,D,91709.0,2906.0,584,278
twitter,R,130756.0,3320.0,165,43
twitter,D,194015.0,4214.0,125,67
twitter,D,1277.0,19.0,12,2
twitter,R,110034.0,1324.0,154,42
twitter,D,464120.0,5219.0,240,83
twitter,D,29910.0,1892.0,27,9
twitter,D,38218.0,3197.0,47,16
twitter,R,293326.0,3113.0,117,22
twitter,R,31387.0,945.0,36,14
twitter,R,41464.0,1850.0,70,36
twitter,R,27966.0,35.0,21,13
twitter,R,52447.0,1192.0,60,25
twitter,D,41022.0,2902.0,45,16
twitter,D,39807.0,714.0,35,9
twitter,R,69350.0,158.0,2965,929
twitter,D,29298.0,373.0,23,8
twitter,D,928548.0,4249.0,6014,1723
twitter,D,570021.0,3603.0,1329,496
twitter,R,23493.0,271.0,75,26
twitter,R,21561.0,6.0,113,33
twitter,R,31530.0,1056.0,7,2
twitter,D,199027.0,2165.0,174,38
twitter,R,139202.0,3265.0,847,235
twitter,D,123373.0,2209.0,552,127
twitter,R,597384.0,1944.0,15900,5848
twitter,D,54143.0,4200.0,115,26
twitter,R,25184.0,1213.0,71,26
twitter,R,13079.0,109.0,9,4
twitter,R,18334.0,751.0,242,97
twitter,D,156961.0,3095.0,217,41
twitter,R,159971.0,2060.0,697,193
twitter,R,7028.0,1214.0,55,17
twitter,R,39827.0,1862.0,92,30
twitter,D,16633.0,2128.0,34,9
twitter,R,8665.0,908.0,65,18
twitter,D,34418.0,2125.0,60,16
twitter,D,41174.0,1865.0,314,97
twitter,R,14076.0,821.0,286,99
twitter,R,10864.0,805.0,91,28
twitter,D,8957.0,1988.0,18,4
twitter,D,43187.0,5033.0,83,28
twitter,D,155453.0,1239.0,952,186
twitter,D,34095.0,941.0,64,13
twitter,R,14724.0,296.0,660,242
twitter,D,387009.0,1574.0,3161,974
twitter,D,33494.0,883.0,87,25
twitter,D,36250.0,915.0,18,7
twitter,R,1151316.0,1071.0,11213,4271
twitter,D,13011.0,1289.0,9,3
twitter,R,14747.0,1000.0,16,6
twitter,R,14355.0,684.0,210,74
twitter,D,54254.0,3525.0,167,41
twitter,R,25766.0,3350.0,25,8
twitter,D,25377.0,1939.0,15,4
twitter,D,7241799.0,4527.0,45570,8559
twitter,D,2752292.0,7928.0,9880,1847
twitter,D,41292.0,3285.0,26,11
twitter,D,61773.0,5005.0,222,71
twitter,D,5209170.0,5372.0,13579,3669
twitter,R,170109.0,4088.0,90,31
twitter,D,33644.0,1455.0,186,56
twitter,D,38364.0,2039.0,27,7
twitter,D,138852.0,2240.0,116,34
twitter,D,28432.0,1285.0,44,11
twitter,R,25155.0,84.0,31,25
twitter,R,20754.0,1789.0,50,22
twitter,R,2889986.0,1260.0,9240,2783
twitter,D,21259.0,982.0,15,5
twitter,R,28567.0,733.0,258,104
twitter,D,113315.0,3574.0,276,93
twitter,D,40957.0,3098.0,32,8
twitter,R,21779.0,465.0,23,8
twitter,R,100932.0,1829.0,234,63
twitter,D,12141.0,1986.0,18,4
twitter,D,21805.0,1841.0,39,9
twitter,R,16824.0,917.0,150,49
twitter,D,31016.0,1553.0,125,36
twitter,D,918867.0,6516.0,2249,365
twitter,D,698285.0,1953.0,3366,744
twitter,D,50507.0,2356.0,127,30
twitter,D,97949.0,1022.0,101,39
twitter,R,83251.0,928.0,187,47
twitter,R,18665.0,271.0,26,9
twitter,D,29892.0,2312.0,18,7
twitter,D,33865.0,1871.0,448,111
twitter,R,28938.0,1369.0,14,5
twitter,D,17262.0,1115.0,11,3
twitter,D,142735.0,4638.0,241,54
twitter,R,21832.0,572.0,96,29
twitter,R,97638.0,670.0,91,25
twitter,R,22331.0,731.0,28,8
twitter,D,39732.0,648.0,39,12
twitter,R,36387.0,882.0,17,4
twitter,R,4310538.0,7459.0,1722,780
twitter,R,18007.0,596.0,48,20
twitter,D,24437.0,1290.0,39,9
twitter,R,237853.0,431.0,4196,1518
twitter,D,35991.0,1232.0,149,46
twitter,R,14874.0,572.0,52,18
twitter,R,27455.0,1344.0,43,15
twitter,D,92757.0,4105.0,256,76
twitter,R,10193.0,224.0,39,15
twitter,D,64819.0,3399.0,57,17
twitter,R,11306.0,703.0,168,67
twitter,R,22416.0,893.0,361,150
twitter,R,14303.0,1782.0,75,30
twitter,R,7353.0,745.0,31,7
twitter,D,48193.0,2385.0,136,27
twitter,R,58958.0,20645.0,107,37
twitter,R,2149979.0,984.0,3789,665
twitter,D,91723.0,1423.0,209,59
twitter,D,21801423.0,8234.0,19081,3693
twitter,D,2392599.0,3227.0,7921,2342
twitter,D,40037.0,1061.0,53,17
twitter,R,12733.0,346.0,262,94
twitter,D,33071.0,579.0,26,9
twitter,R,91408.0,654.0,202,53
twitter,D,52350.0,882.0,105,46
twitter,D,38742.0,1105.0,110,31
twitter,R,34181.0,95.0,876,525
twitter,D,178715.0,1189.0,517,124
twitter,D,52126.0,3270.0,71,26
twitter,R,19800.0,620.0,22,6
twitter,D,2713587.0,1266.0,33903,10007
twitter,D,39630.0,1618.0,42,11
twitter,D,23471.0,401.0,7,3
twitter,D,24768.0,2008.0,19,7
twitter,D,27736.0,1669.0,66,18
twitter,R,14203.0,644.0,23,6
twitter,D,174637.0,2148.0,858,253
twitter,R,491522.0,2892.0,7193,2820
twitter,D,28735.0,577.0,36,8
twitter,D,130133.0,3061.0,62,27
twitter,R,30802.0,1017.0,41,14
twitter,R,428280.0,1255.0,1215,301
twitter,D,44671.0,1414.0,108,33
twitter,R,40052.0,557.0,21,6
twitter,R,27709.0,398.0,79,42
twitter,D,30746.0,1095.0,28,8
twitter,D,261973.0,3909.0,245,44
twitter,R,39588.0,934.0,256,91
twitter,D,996642.0,5321.0,7355,1722
twitter,D,348532.0,5887.0,4608,907
twitter,R,43828.0,1178.0,119,41
twitter,R,565562.0,4062.0,1565,467
twitter,R,428532.0,275.0,1086,204
twitter,R,50048.0,1052.0,91,32
twitter,R,13915.0,1141.0,228,69
twitter,D,20793.0,2906.0,27,11
twitter,D,17327.0,773.0,59,25
twitter,D,124095.0,2274.0,177,36
twitter,D,53081.0,4082.0,249,72
twitter,D,43478.0,2497.0,82,29
twitter,D,64367.0,1982.0,110,21
twitter,D,89183.0,1053.0,561,118
twitter,D,82526.0,3854.0,134,32
twitter,R,9588.0,1028.0,43,18
twitter,D,71473.0,1006.0,64,16
twitter,R,11639.0,1128.0,35,12
twitter,R,10201.0,2042.0,54,24
twitter,R,18543.0,812.0,85,35
twitter,D,52118.0,4598.0,120,22
twitter,D,19854.0,851.0,58,14
twitter,R,458702.0,5132.0,680,350
twitter,R,9290.0,17.0,1189,266
twitter,D,17337.0,1190.0,88,25
twitter,R,16655.0,220.0,15,7
twitter,R,101239.0,1179.0,269,83
twitter,D,33341.0,3310.0,58,17
twitter,R,154184.0,487.0,264,83
twitter,R,44347.0,363.0,438,102
twitter,D,131510.0,843.0,169,36
twitter,R,22706.0,1248.0,13,4
twitter,D,46947.0,2889.0,53,14
twitter,D,27977.0,2957.0,9,3
twitter,R,30056.0,771.0,36,22
twitter,D,58534.0,1655.0,274,109
twitter,D,37108.0,2399.0,79,26
twitter,R,147201.0,2311.0,269,82
twitter,R,13666.0,549.0,24,8
twitter,R,6325.0,615.0,40,15
twitter,D,1281549.0,5661.0,3647,770
twitter,D,28059.0,4159.0,51,11
twitter,D,17783.0,2054.0,68,20
twitter,D,28305.0,752.0,56,11
twitter,R,30834.0,1672.0,50,12
twitter,D,181912.0,1804.0,196,67
twitter,D,189165.0,1993.0,523,113
twitter,D,73239.0,5418.0,84,26
twitter,D,16031.0,90.0,40,7
twitter,D,174819.0,1237.0,776,286
twitter,D,24222.0,594.0,64,19
twitter,D,33343.0,1442.0,37,14
twitter,D,17218.0,545.0,13,5
twitter,R,27865.0,608.0,48,12
twitter,D,1333744.0,382.0,21407,5394
twitter,R,111872.0,2060.0,143,58
twitter,D,487860.0,2273.0,1097,418
twitter,R,33564.0,958.0,34,7
twitter,R,36512.0,875.0,27,10
twitter,D,380664.0,2439.0,58,21
twitter,R,20426.0,842.0,53,18
twitter,D,38969.0,354.0,588,136
twitter,D,366018.0,4206.0,685,253
twitter,R,29908.0,1430.0,29,13
twitter,D,485377.0,2097.0,1648,510
twitter,R,26568.0,242.0,40,16
twitter,D,74799.0,1925.0,116,41
twitter,R,25586.0,2143.0,37,13
twitter,R,16705.0,641.0,21,9
twitter,R,32381.0,834.0,136,45
twitter,R,24509.0,1171.0,57,18
twitter,R,20045.0,887.0,79,26
twitter,R,35071.0,1161.0,60,19
twitter,R,18662.0,1455.0,69,25
twitter,D,10106041.0,9051.0,7829,1518
twitter,R,36283.0,2435.0,260,88
twitter,R,15521.0,999.0,39,13
twitter,D,34053.0,2287.0,121,44
twitter,R,39932.0,3199.0,186,86
twitter,R,11812.0,942.0,168,62
twitter,D,49237.0,2936.0,144,38
twitter,D,13566.0,1891.0,35,11
twitter,R,8034.0,897.0,156,66
twitter,R,22251.0,469.0,15,5
twitter,D,47755.0,896.0,773,191
twitter,R,66224.0,2051.0,116,54
twitter,R,39257.0,816.0,275,199
twitter,R,294457.0,2406.0,4626,1672
